oar_term,n_phrase_match,matched_phrases
unclear_color_value_meaning,55,axis meaning | black color | black-to-white/color gradient | blue color | clear color uses
unfamiliar_domain_knowledge_required,5,"a specific domain | domain-specific concepts (e.g., chemical, biology, map) | not enough knowledge to tell | require specialized knowledge | unfamiliar concepts/patterns"
complex_grid_structure,5,complex design | different font/word sizes/structure | grid layout | looks random/messy/lack structure | unclear structure
needs_much_reading,5,more effort/reading/detailed analysis | more reading/interpretation/understanding | much/more data/info/info spread | too much data/info | too much legend
visually_appealing,5,appealing colors | visual clarity/appealing | visually overwhelming | visually stimulating  texture/colors | visually striking
red_colored_boxes,5,clear colored bars/charts | colored bars/charts | colored shape | colored surface | more text boxes
organized_layout,5,dense/cluttered layout | grid layout | image layout | less organized elements | organized/structured
challenging_to_distinguish,5,easier to compare/discern/distinguish | hard to compare/discern/distinguish | hard to distinguish colors | lack of color contrast / hard to distinguish colors | more difficult to compare/discern/distinguish
visually_intricate_network,5,more intricate | network representation | visually overwhelming | visually stimulating  texture/colors | visually striking
low_visual_demand,5,low color contrast/separation/segmentation | low readability | simple visual elements | visual clarity/appealing | visual cues
colored_graphic_chart,5,clear colored bars/charts | colored bars/charts | colored shape | colored surface | value and graphic alignment
arranged_in_single_line,5,line movement | line quantity representation | line thickness variation | single font | single variable
low_visual_clutter,5,low color contrast/separation/segmentation | low readability | simple visual elements | visual clarity/appealing | visual cues
messy_disorganized_layout,5,dense/cluttered layout | grid layout | image layout | looks random/messy/lack structure | messy/mixed up/noisy/intermingled elements
layered_structure,5,different font/word sizes/structure | fine/layered details | looks random/messy/lack structure | soft/layered/overlapping colors | unclear structure
varied_point_positions,5,harder to view data point | shape increase/decrease point | shape point of interest | shapes varied | unique data point
confusing_and_complex,5,ambiguous/confusing colors | complex design | confusing connection | distracting/confusing/unclear | unclear meaning/confusing
striped_background_texture,5,striped texture | texture details | visually stimulating  texture/colors | white color on black background | white/black background / other background
difficult_to_describe,5,hard to describe | more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
complicated_formulas_symbols,5,complicated to process | indicating symbols | more complicated | symbols | symbols and shading
varied_visual_encoding,5,shapes varied | simple visual elements | technical encoding | visual clarity/appealing | visual cues
x_and_y_scales_present,5,axis scales | lines and scales | separate color scales | x-axis unlabeled | y-axis meaning unclear
confusing_overall_understandability,5,ambiguous/confusing colors | confusing connection | distracting/confusing/unclear | overall shape | unclear meaning/confusing
not_easily_readable,4,more interpretable/readable/understandable | not easily understood | not interpretable/readable/understandable | readable/distinguishable colors
frequency_directly_readable,4,more interpretable/readable/understandable | not interpretable/readable/understandable | readable/distinguishable colors | word frequency
black_to_white_transition,4,black color | black-to-white/color gradient | white color on black background | white/black background / other background
jumbled_arrangement,4,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | shape arrangement
difficult_to_ascertain,4,more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
nothing_clearly_interpretable,4,more interpretable/readable/understandable | not interpretable/readable/understandable | nothing clear | nothing visible
less_details_present,4,color details | fine/layered details | texture details | too many details/divisions
harder_to_discern,4,easier to compare/discern/distinguish | hard to compare/discern/distinguish | harder to view data point | more difficult to compare/discern/distinguish
domain_specific_chemicals,4,"a specific domain | a specific technique | a specific technique, e.g., bar, pie, circle | domain-specific concepts (e.g., chemical, biology, map)"
lacks_visual_clarity,4,different clarity | simple visual elements | visual clarity/appealing | visual cues
overlapping_annotations,4,cluttered labels/annotations | lack of/not enough axis labels/legend/annotations/context | overlapping shapes/colors/lines | soft/layered/overlapping colors
straight_line_paths,4,line movement | line quantity representation | line thickness variation | straight lines
grabs_visual_attention,4,attention/squinting to understand | simple visual elements | visual clarity/appealing | visual cues
provides_value_reference,4,exact value | no context or reference | value and graphic alignment | value representation
complex_letter_structure,4,complex design | different font/word sizes/structure | looks random/messy/lack structure | unclear structure
initially_visually_attractive,4,less attractive | visually overwhelming | visually stimulating  texture/colors | visually striking
recognizable_pattern_structure,4,different font/word sizes/structure | looks random/messy/lack structure | recognizable objects | unclear structure
graphic_like_appearance,4,random-like movement | random-like shapes | value and graphic alignment | waterfall-like
precise_line_intensity,4,color intensity | line movement | line quantity representation | line thickness variation
too_much_to_remember,4,much/more data/info/info spread | too much data/info | too much legend | unable to remember
domain_knowledge_required,4,"a specific domain | domain-specific concepts (e.g., chemical, biology, map) | not enough knowledge to tell | require specialized knowledge"
line_graph_format,4,graph | line movement | line quantity representation | line thickness variation
spatially_complex_layout,4,complex design | dense/cluttered layout | grid layout | image layout
difficult_to_capture,4,more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
linear_arrangement,4,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | shape arrangement
short_cryptic_labels,4,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more labels/context
font_adds_complexity,4,different font/word sizes/structure | font | single font | word rotation/small font size
less_blank_space,4,less empty space | less negative space | more regions/space | negative space
excessively_detailed,4,detailed inscription | less detailed/things | more detailed/things | more effort/reading/detailed analysis
dense_writing,4,dense points/lines/shapes/elements | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape
uncertain_image_selection,4,image layout | image location | image portrayal | image size
ambiguous_spatial_location,4,ambiguous numbers | ambiguous/confusing colors | image location | spatial organization
unrecognizable_visual_encoding,4,simple visual elements | technical encoding | visual clarity/appealing | visual cues
disordered_arrangement,4,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | shape arrangement
differences_easily_visible,4,not easily understood | nothing visible | separate values by color to show differences | stimulus less visible
dense_chart_wording,4,dense points/lines/shapes/elements | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape
domain_specific_biology,4,"a specific domain | a specific technique | a specific technique, e.g., bar, pie, circle | domain-specific concepts (e.g., chemical, biology, map)"
complex_visual_designs,4,complex design | simple visual elements | visual clarity/appealing | visual cues
difficult_to_trace_paths,4,more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
very_confusing_appearance,4,ambiguous/confusing colors | confusing connection | distracting/confusing/unclear | unclear meaning/confusing
more_labels_present,4,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more labels/context
high_point_count,4,harder to view data point | shape increase/decrease point | shape point of interest | unique data point
curved_line_marks,4,curved lines | line movement | line quantity representation | line thickness variation
domain_specific_terminology,4,"a specific domain | a specific technique | a specific technique, e.g., bar, pie, circle | domain-specific concepts (e.g., chemical, biology, map)"
unfamiliar_design,4,complex design | design-data relationship | more uniform design | unfamiliar concepts/patterns
unfamiliar_visual_form,4,simple visual elements | unfamiliar concepts/patterns | visual clarity/appealing | visual cues
excessively_crowded_labels,4,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more labels/context
non_familiar_layout,4,dense/cluttered layout | familiar representation | grid layout | image layout
lots_of_details,4,color details | fine/layered details | texture details | too many details/divisions
easily_understandable,4,less understandable | more interpretable/readable/understandable | not easily understood | not interpretable/readable/understandable
black_and_white_only,4,black color | black-to-white/color gradient | white color on black background | white/black background / other background
low_readability,4,fast readability | low color contrast/separation/segmentation | low readability | readability
numerous_small_boxes,4,more text boxes | small | small and simple | word rotation/small font size
densely_packed_arrangement,4,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | shape arrangement
high_image_count,4,image layout | image location | image portrayal | image size
longitudinal_graph_structure,4,different font/word sizes/structure | graph | looks random/messy/lack structure | unclear structure
two_dimensional_structure,4,different font/word sizes/structure | looks random/messy/lack structure | two colors | unclear structure
overlapping_circle_areas,4,"a specific technique, e.g., bar, pie, circle | mismatched number-circle proportion | overlapping shapes/colors/lines | soft/layered/overlapping colors"
visually_painful_to_view,4,harder to view data point | visually overwhelming | visually stimulating  texture/colors | visually striking
visually_striking_surface,4,colored surface | visually overwhelming | visually stimulating  texture/colors | visually striking
receding_perspective_point,4,harder to view data point | shape increase/decrease point | shape point of interest | unique data point
grid_adds_visual_clutter,4,grid layout | simple visual elements | visual clarity/appealing | visual cues
difficult_to_comprehend,4,more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
complex_graph_design,4,complex design | design-data relationship | graph | more uniform design
structured_layout,4,dense/cluttered layout | grid layout | image layout | organized/structured
no_numeric_labels,4,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more labels/context
spread_out_distribution,4,color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | much/more data/info/info spread | number distribution
requires_detailed_analysis,4,detailed inscription | less detailed/things | more detailed/things | more effort/reading/detailed analysis
requires_domain_understanding,4,"a specific domain | domain-specific concepts (e.g., chemical, biology, map) | more reading/interpretation/understanding | provokes thought and understanding"
unusual_shading_technique,4,"a specific technique | a specific technique, e.g., bar, pie, circle | color shading | symbols and shading"
harder_to_see,4,easier to see/tell/visualize | hard to see/tell/visualize | harder to view data point | unclear where to look/what to see
high_visual_detail,4,no detail | simple visual elements | visual clarity/appealing | visual cues
numerical_details_present,4,color details | fine/layered details | texture details | too many details/divisions
varied_element_sizes,4,different font/word sizes/structure | element sizes | shapes varied | similar box sizes
less_intuitive_overall,4,intuitive | less intuitive | not intuitive/simple data | overall shape
high_amount_of_items,4,amount of / too many colors | amount of words/context/numbers | number of legend items | read/analyze many figures/items
high_quantity_of_squares,4,"line quantity representation | more squares than shapes | scattered shapes (e.g., dots, squares, pictures) | squares"
difficult_to_parse,4,more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
recognizable_visual_schema,4,recognizable objects | simple visual elements | visual clarity/appealing | visual cues
logically_structured_values,4,frame with values | organized/structured | separate values by color to show differences | values in the middle
squeezed_dense_writing,4,dense points/lines/shapes/elements | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape
equally_difficult_to_parse,4,more difficult | more difficult to compare/discern/distinguish | more difficult to focus/follow | more difficult to interpret/read/understand/differentiate
visually_noisy,4,messy/mixed up/noisy/intermingled elements | visually overwhelming | visually stimulating  texture/colors | visually striking
familiar_structure,4,different font/word sizes/structure | familiar representation | looks random/messy/lack structure | unclear structure
large_numeric_values,4,frame with values | large dataset | separate values by color to show differences | values in the middle
x_and_y_axes_present,4,fewer axes | more axes | x-axis unlabeled | y-axis meaning unclear
key_present_in_image,4,image layout | image location | image portrayal | image size
understandable_content,4,less understandable | more interpretable/readable/understandable | not interpretable/readable/understandable | unknown hidden content
self_explanatory_layout,4,dense/cluttered layout | explanatory legend | grid layout | image layout
title_clarifies_content,4,clear title/axis/label | more title/axis/label | title/axis/label/descriptions | unknown hidden content
excessive_point_count,4,harder to view data point | shape increase/decrease point | shape point of interest | unique data point
scattered_distribution,4,"color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | number distribution | scattered shapes (e.g., dots, squares, pictures)"
complex_grid_layout,4,complex design | dense/cluttered layout | grid layout | image layout
more_details_included,4,color details | fine/layered details | texture details | too many details/divisions
requires_domain_knowledge,4,"a specific domain | domain-specific concepts (e.g., chemical, biology, map) | not enough knowledge to tell | require specialized knowledge"
distributed_numeric_labels,4,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more labels/context
can_be_confusing,4,ambiguous/confusing colors | confusing connection | distracting/confusing/unclear | unclear meaning/confusing
low_detail_overall,4,low color contrast/separation/segmentation | low readability | no detail | overall shape
small_collection_three_dots,4,"scattered shapes (e.g., dots, squares, pictures) | small | small and simple | word rotation/small font size"
cluttered_appearance,4,cluttered labels/annotations | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape
significant_scale_difference,4,clear text/scale/information | color scale/scheme | no color difference | scale difference
high_volume_of_details,4,color details | fine/layered details | texture details | too many details/divisions
network_structure_present,4,different font/word sizes/structure | looks random/messy/lack structure | network representation | unclear structure
two_dimensional_layout,4,dense/cluttered layout | grid layout | image layout | two colors
generally_complex_layout,4,complex design | dense/cluttered layout | grid layout | image layout
common_knowledge_domain,4,"a specific domain | domain-specific concepts (e.g., chemical, biology, map) | not enough knowledge to tell | require specialized knowledge"
time_scale_present,4,change over time | clear text/scale/information | color scale/scheme | scale difference
numeric_labels_present,4,cluttered labels/annotations | different labels | lack of/not enough axis labels/legend/annotations/context | more labels/context
non_linear_arrangement,4,clear text arrangement/density | color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | shape arrangement
cluttered_and_disordered,4,cluttered labels/annotations | dense/cluttered data/info | dense/cluttered layout | dense/cluttered shape
lot_of_details,4,color details | fine/layered details | texture details | too many details/divisions
more_details_present,4,color details | fine/layered details | texture details | too many details/divisions
simplifies_structure,3,different font/word sizes/structure | looks random/messy/lack structure | unclear structure
simplistic_design,3,complex design | design-data relationship | more uniform design
high_visual_impact,3,simple visual elements | visual clarity/appealing | visual cues
asymmetrical_layout,3,dense/cluttered layout | grid layout | image layout
alignment_ambiguous,3,ambiguous numbers | ambiguous/confusing colors | value and graphic alignment
several_measurements_shown,3,crop production shown | many measurements | several elements
low_detail_count,3,low color contrast/separation/segmentation | low readability | no detail
quickly_interpretable_content,3,more interpretable/readable/understandable | not interpretable/readable/understandable | unknown hidden content
no_ordering_structure,3,different font/word sizes/structure | looks random/messy/lack structure | unclear structure
requires_extended_interpretation_time,3,change over time | more reading/interpretation/understanding | multiple interpretation
very_small_writing,3,small | small and simple | word rotation/small font size
illegible_small_writing,3,small | small and simple | word rotation/small font size
diffuse_distribution,3,color variety/arrangement/distribution | distinguishable color variety/arrangement/distribution | number distribution
high_line_quantity,3,line movement | line quantity representation | line thickness variation
uncluttered_layout,3,dense/cluttered layout | grid layout | image layout
nasa_like_complexity,3,random-like movement | random-like shapes | waterfall-like
high_visual_clutter,3,simple visual elements | visual clarity/appealing | visual cues
small_and_sparse,3,small | small and simple | word rotation/small font size
high_visual_noise,3,simple visual elements | visual clarity/appealing | visual cues
non_linear_scale,3,clear text/scale/information | color scale/scheme | scale difference
low_cognitive_effort,3,low color contrast/separation/segmentation | low readability | more effort/reading/detailed analysis
not_intuitive,3,intuitive | less intuitive | not intuitive/simple data
one_year_change_shown,3,change over time | crop production shown | multi-year information
poor_readability,3,fast readability | low readability | readability
aids_readability,3,fast readability | low readability | readability
high_line_count,3,line movement | line quantity representation | line thickness variation
varying_line_thickness,3,line movement | line quantity representation | line thickness variation
nothing_visible,3,nothing clear | nothing visible | stimulus less visible
title_present,3,clear title/axis/label | more title/axis/label | title/axis/label/descriptions
chaotic_visual_appearance,3,simple visual elements | visual clarity/appealing | visual cues
distinct_regions_shown,3,crop production shown | more regions/space | regions
cascading_visual_flow,3,simple visual elements | visual clarity/appealing | visual cues
high_visual_strain,3,simple visual elements | visual clarity/appealing | visual cues
requires_individual_reading,3,bars as individual lines | more effort/reading/detailed analysis | more reading/interpretation/understanding
fifteen_separate_figures,3,read/analyze many figures/items | separate color scales | separate values by color to show differences
x_position_encoding,3,shape position | technical encoding | x-axis unlabeled
wording_too_small,3,small | small and simple | word rotation/small font size
visually_busy,3,visually overwhelming | visually stimulating  texture/colors | visually striking
labeled_axes_present,3,fewer axes | labeled axis | more axes
busier_layout,3,dense/cluttered layout | grid layout | image layout
very_complex_to_process,3,complex design | complicated to process | easier to process/visualize
two_axes_only,3,fewer axes | more axes | two colors
complex_design_and_concept,3,complex design | design-data relationship | more uniform design
very_busy_layout,3,dense/cluttered layout | grid layout | image layout
comfortable_visual_appearance,3,simple visual elements | visual clarity/appealing | visual cues
excessive_line_count,3,line movement | line quantity representation | line thickness variation
y_position_encoding,3,shape position | technical encoding | y-axis meaning unclear
adds_visual_complexity,3,simple visual elements | visual clarity/appealing | visual cues
easily_interpretable,3,more interpretable/readable/understandable | not easily understood | not interpretable/readable/understandable
two_axes_present,3,fewer axes | more axes | two colors
tabular_structure,3,different font/word sizes/structure | looks random/messy/lack structure | unclear structure
dark_coloring,3,clearer coloring | inadequate/few coloring | unclear coloring
dotted_line_marks,3,line movement | line quantity representation | line thickness variation
varying_sizes,3,different font/word sizes/structure | element sizes | similar box sizes
complicated_to_look_at,3,complicated to process | more complicated | unclear where to look/what to see
requires_long_interpretation_time,3,change over time | more reading/interpretation/understanding | multiple interpretation
causes_visual_blur,3,simple visual elements | visual clarity/appealing | visual cues
more_visually_pleasing,3,visually overwhelming | visually stimulating  texture/colors | visually striking
clean_visual_appearance,3,simple visual elements | visual clarity/appealing | visual cues
values_placed_in_middle,3,frame with values | separate values by color to show differences | values in the middle
circles_of_various_sizes,3,different font/word sizes/structure | element sizes | similar box sizes
more_complicated_overall,3,complicated to process | more complicated | overall shape
requires_longer_interpretation,3,more reading/interpretation/understanding | multiple interpretation | take longer to interpret
reduced_readability,3,fast readability | low readability | readability
numerous_numeric_values,3,frame with values | separate values by color to show differences | values in the middle
requires_interpretation_effort,3,more effort/reading/detailed analysis | more reading/interpretation/understanding | multiple interpretation
ambiguous_encoding,3,ambiguous numbers | ambiguous/confusing colors | technical encoding
three_dimensional_structure,3,different font/word sizes/structure | looks random/messy/lack structure | unclear structure
four_labeled_axes,3,fewer axes | labeled axis | more axes
white_background_present,3,black-to-white/color gradient | white color on black background | white/black background / other background
enables_visual_processing,3,simple visual elements | visual clarity/appealing | visual cues
introduces_visual_uncertainty,3,simple visual elements | visual clarity/appealing | visual cues
high_visual_activity,3,simple visual elements | visual clarity/appealing | visual cues
no_regularity_in_design,3,complex design | design-data relationship | more uniform design
visually_pleasant_appearance,3,visually overwhelming | visually stimulating  texture/colors | visually striking
not_understandable_at_all,3,less understandable | more interpretable/readable/understandable | not interpretable/readable/understandable
high_visual_busyness,3,simple visual elements | visual clarity/appealing | visual cues
prominent_red_coloring,3,clearer coloring | inadequate/few coloring | unclear coloring
upwards_trend_visible,3,data trend | nothing visible | stimulus less visible
disorganised_layout,3,dense/cluttered layout | grid layout | image layout
straightforward_line_paths,3,line movement | line quantity representation | line thickness variation
visually_stimulating,3,visually overwhelming | visually stimulating  texture/colors | visually striking
cannot_identify_categories,3,easy to identify/extract/find features | hard to identify/extract/find features | many legend categories
scale_adds_complexity,3,clear text/scale/information | color scale/scheme | scale difference
fast_readability,3,fast readability | low readability | readability
readable_relationships,3,more interpretable/readable/understandable | not interpretable/readable/understandable | readable/distinguishable colors
unfamiliar_domain_terms,3,"a specific domain | domain-specific concepts (e.g., chemical, biology, map) | unfamiliar concepts/patterns"
evolutionary_tree_structure,3,different font/word sizes/structure | looks random/messy/lack structure | unclear structure
novel_visual_pattern,3,simple visual elements | visual clarity/appealing | visual cues
precise_line_thickness,3,line movement | line quantity representation | line thickness variation
evenly_distributed_layout,3,dense/cluttered layout | grid layout | image layout
increases_visual_complexity,3,simple visual elements | visual clarity/appealing | visual cues
untidy_disorganized_layout,3,dense/cluttered layout | grid layout | image layout
nothing_is_understood,3,not easily understood | nothing clear | nothing visible
pattern_not_understandable,3,less understandable | more interpretable/readable/understandable | not interpretable/readable/understandable
missing_title,3,clear title/axis/label | more title/axis/label | title/axis/label/descriptions
dashed_line_present,3,line movement | line quantity representation | line thickness variation
objects_spread_over_area,3,change over time | much/more data/info/info spread | recognizable objects
overall_more_complicated,3,complicated to process | more complicated | overall shape
incomprehensible_numeric_values,3,frame with values | separate values by color to show differences | values in the middle
generally_understandable,3,less understandable | more interpretable/readable/understandable | not interpretable/readable/understandable
aids_quick_interpretation,2,more reading/interpretation/understanding | multiple interpretation
low_legibility,2,low color contrast/separation/segmentation | low readability
clearly_visible_at_glance,2,nothing visible | stimulus less visible
low_object_count,2,low color contrast/separation/segmentation | low readability
indistinguishable_from_each_other,2,indistinguishable/unintuitive lines | white/black background / other background
requires_geographic_knowledge,2,not enough knowledge to tell | require specialized knowledge
complex_element_positioning,2,complex design | element sizes
large_quantity_of_cubes,2,large dataset | line quantity representation
very_low_complexity,2,low color contrast/separation/segmentation | low readability
more_axes_present,2,fewer axes | more axes
visible_repeating_pattern,2,nothing visible | stimulus less visible
present_axes_titles,2,fewer axes | more axes
2d_geometric_forms,2,2D/3D | more forms
smooth_continuous_curves,2,curves and shapes | smooth lines
fewer_axes_present,2,fewer axes | more axes
structured_and_labeled,2,labeled axis | organized/structured
high_element_quantity,2,element sizes | line quantity representation
low_cognitive_load,2,low color contrast/separation/segmentation | low readability
unfamiliar_chart_forms,2,more forms | unfamiliar concepts/patterns
high_reading_demand,2,more effort/reading/detailed analysis | more reading/interpretation/understanding
more_graphic_content,2,unknown hidden content | value and graphic alignment
shading_present,2,color shading | symbols and shading
non_organic_geometric_forms,2,less organic shapes | more forms
single_link_present,2,single font | single variable
requires_reading_each_item,2,more effort/reading/detailed analysis | more reading/interpretation/understanding
close_proximity_of_items,2,number of legend items | read/analyze many figures/items
scattered_all_over,2,"change over time | scattered shapes (e.g., dots, squares, pictures)"
eye_catching_descriptions,2,eye-catching description | title/axis/label/descriptions
irregular_empty_spaces,2,irregular | less empty space
poor_element_organization,2,element sizes | spatial organization
rapidly_interpretable_message,2,more interpretable/readable/understandable | not interpretable/readable/understandable
axes_absent,2,fewer axes | more axes
technical_presentation_style,2,drawing style | technical encoding
familiar_waveform_encoding,2,familiar representation | technical encoding
requires_reading_effort,2,more effort/reading/detailed analysis | more reading/interpretation/understanding
full_map_coverage,2,distinguishable/full color uses | distinguishable/full/highly contrast color uses
tough_to_identify,2,easy to identify/extract/find features | hard to identify/extract/find features
four_axes_present,2,fewer axes | more axes
four_separate_components,2,separate color scales | separate values by color to show differences
easily_recognizable,2,not easily understood | recognizable objects
easily_recognizable_form,2,not easily understood | recognizable objects
complex_graphical_form,2,complex design | graphical information
highly_involved_composition,2,convoluted composition | distinguishable/full/highly contrast color uses
high_detail_content,2,no detail | unknown hidden content
lots_of_regions,2,more regions/space | regions
spatial_organization_complex,2,complex design | spatial organization
familiar_spatial_form,2,familiar representation | spatial organization
instantly_interpretable,2,more interpretable/readable/understandable | not interpretable/readable/understandable
high_quantity_boxes,2,line quantity representation | more text boxes
additional_y_dimension,2,color dimension | y-axis meaning unclear
quickly_interpretable,2,more interpretable/readable/understandable | not interpretable/readable/understandable
high_detail_density,2,clear text arrangement/density | no detail
unfamiliar_visualization_type,2,unfamiliar concepts/patterns | visualization meaning
arbitrary_irregular_links,2,arbitrary imaging | irregular
aids_interpretation,2,more reading/interpretation/understanding | multiple interpretation
strange_unfamiliar_form,2,feeling strange | unfamiliar concepts/patterns
high_connection_count,2,clear connection | confusing connection
descriptive_annotations_present,2,cluttered labels/annotations | lack of/not enough axis labels/legend/annotations/context
easily_deducible_content,2,not easily understood | unknown hidden content
requires_reading,2,more effort/reading/detailed analysis | more reading/interpretation/understanding
requires_extended_reading,2,more effort/reading/detailed analysis | more reading/interpretation/understanding
slow_to_process,2,complicated to process | easier to process/visualize
requires_external_knowledge,2,not enough knowledge to tell | require specialized knowledge
straightforward_to_process,2,complicated to process | easier to process/visualize
accurate_interpretation_challenging,2,more reading/interpretation/understanding | multiple interpretation
almost_no_explanation,2,almost no explanation | explanation text
low_perceived_complexity,2,low color contrast/separation/segmentation | low readability
excessive_annotations,2,cluttered labels/annotations | lack of/not enough axis labels/legend/annotations/context
resembles_picture_not_chart,2,pixeled picture | text on picture
complex_draw_style,2,complex design | drawing style
challenging_to_identify,2,easy to identify/extract/find features | hard to identify/extract/find features
large_quantity_of_circles,2,large dataset | line quantity representation
needs_interpretation,2,more reading/interpretation/understanding | multiple interpretation
seemed_more_complicated,2,complicated to process | more complicated
straightforward_spatial_encoding,2,spatial organization | technical encoding
provokes_thought_and_understanding,2,more reading/interpretation/understanding | provokes thought and understanding
requires_more_interpretation,2,more reading/interpretation/understanding | multiple interpretation
vary_in_length,2,length | length variation
requires_focused_interpretation,2,more reading/interpretation/understanding | multiple interpretation
shading_increases_complexity,2,color shading | symbols and shading
pattern_interpretation_uncertain,2,more reading/interpretation/understanding | multiple interpretation
large_spatial_footprint,2,large dataset | spatial organization
requires_specialized_knowledge,2,not enough knowledge to tell | require specialized knowledge
clearly_delineated_regions,2,more regions/space | regions
items_in_close_proximity,2,number of legend items | read/analyze many figures/items
not_overly_complicated,2,complicated to process | more complicated
ambiguous_complexity_level,2,ambiguous numbers | ambiguous/confusing colors
not_immediately_interpretable,2,more interpretable/readable/understandable | not interpretable/readable/understandable
clearly_visible,2,nothing visible | stimulus less visible
low_discernibility,2,low color contrast/separation/segmentation | low readability
fast_content_comprehension,2,fast readability | unknown hidden content
familiar_visualization_type,2,familiar representation | visualization meaning
unfamiliar_concepts,2,"domain-specific concepts (e.g., chemical, biology, map) | unfamiliar concepts/patterns"
fine_detail_present,2,fine/layered details | no detail
requires_extra_cognitive_effort,1,more effort/reading/detailed analysis
contrasting_patterns,1,unfamiliar concepts/patterns
more_variability_shown,1,crop production shown
familiar_chart_format,1,familiar representation
seismic_graph_type,1,graph
complex_pattern,1,complex design
lacks_detail,1,no detail
graph_adds_complexity,1,graph
resembles_abstract_painting,1,abstract shapes or colors
abstract_painting_appearance,1,abstract shapes or colors
more_variables_represented,1,more parameters/variables
large_key_present,1,large dataset
smaller_icons_present,1,icons
country_names_labeled,1,labeled axis
three_aspects_present,1,multiple aspects
clarifies_content,1,unknown hidden content
immense_detail_present,1,no detail
varied_symbol_types,1,shapes varied
requires_extra_processing_time,1,change over time
requires_extended_processing_time,1,change over time
requires_extra_effort,1,more effort/reading/detailed analysis
not_easily_understood,1,not easily understood
more_groups_present,1,color represents groups
high_ink_density,1,clear text arrangement/density
blank_content,1,unknown hidden content
densely_packed_content,1,unknown hidden content
less_attractive_appearance,1,less attractive
high_density_writing,1,clear text arrangement/density
familiar_earthquake_topic,1,familiar representation
clustered_together,1,clustered data/info
too_close_to_visualization,1,visualization meaning
requires_longer_processing,1,take longer to interpret
outnumber_dots,1,"scattered shapes (e.g., dots, squares, pictures)"
numeric_content_only,1,unknown hidden content
high_numeric_density,1,clear text arrangement/density
high_cognitive_effort_required,1,more effort/reading/detailed analysis
unfamiliar_to_viewer,1,unfamiliar concepts/patterns
pretty_self_explanatory,1,explanatory legend
not_recognizable_form,1,recognizable objects
all_dots_interconnected,1,"scattered shapes (e.g., dots, squares, pictures)"
no_graph_metrics_present,1,graph
captions_aid_comprehension,1,captions
lacks_informational_detail,1,no detail
arranged_in_grid,1,grid layout
easily_understood,1,not easily understood
not_easily_decipherable,1,not easily understood
eye_straining_palette,1,eye-catching description
less_time_consuming,1,change over time
requires_focused_attention,1,attention/squinting to understand
insufficient_contextual_cues,1,visual cues
vertical_orientation,1,number of vertical lines
ugly_irregular_calligraphy,1,irregular
football_theme_recognizable,1,recognizable objects
unfamiliar_chart_form,1,unfamiliar concepts/patterns
unfamiliar_chart_type,1,unfamiliar concepts/patterns
high_overlap_density,1,clear text arrangement/density
high_item_quantity,1,line quantity representation
requires_specialized_education,1,require specialized knowledge
monochrome_palette,1,monochrome
illogical_organization,1,spatial organization
spatial_complexity,1,spatial organization
imaging_seems_arbitrary,1,arbitrary imaging
familiar_chart_type,1,familiar representation
high_detail_volume,1,no detail
four_dimension_matrix,1,color dimension
irregular_form,1,irregular
requires_longer_assimilation,1,take longer to interpret
recognizable_wind_map,1,recognizable objects
overall_pleasing_pattern,1,overall shape
more_legible,1,more legible
composition_more_convoluted,1,convoluted composition
straightforward_encoding,1,technical encoding
no_discernible_patterns,1,unfamiliar concepts/patterns
high_pixel_density,1,clear text arrangement/density
illusion_of_depth_3d,1,2D/3D
no_measurements_present,1,many measurements
familiar_circular_form,1,familiar representation
familiar_map_format,1,familiar representation
reduces_comprehension_effort,1,more effort/reading/detailed analysis
physical_dimension_present,1,color dimension
extra_peripheral_detail,1,no detail
familiar_format,1,familiar representation
not_familiar_to_some,1,familiar representation
