imageName,VisType,Topics,humanCuratedPhrases,finalPhrases
VASTC.115.2.png,Grid,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",more charts/points/lines/shapes/elements; title/axis/label/descriptions; unclear colormaps,color contrast/clarity; labels/axes/legends; more charts/points/lines/shapes/elements
InfoVisJ.963.7.png,Grid,Immediacy / Cognitive Load,simple to interpret/read/understand,easy/hard to interpret
SciVisJ.801.15.png,Cont.-ColorPatn,Data Density / Image Clutter; Aesthetics Uncertainty,more detailed/things; stimulus less visible,distracting/confusing/unclear; much/little data/info
InfoVisJ.449.8.png,Grid,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",more detailed/things; much/more data/info/info spread; color variety/arrangement/distribution; unclear meaning/confusing,color variety/shading; much/little data/info; unclear meaning/confusing
VASTC.187.3(2).png,Grid,Data Density / Image Clutter,information overload,overlapping shapes/colors/lines
InfoVisJ.2466.7.png,Node-link,Immediacy / Cognitive Load,hard to interpret/read/understand/differentiate,easy/hard to interpret
VisJ.1197.5(4).png,Glyph,Immediacy / Cognitive Load,not interpretable/readable/understandable,easy/hard to interpret
v484_n7395_11_f1.png,Area,Immediacy / Cognitive Load,hard to identify/extract/find features; hard to interpret/read/understand,easy/hard to interpret
economist_daily_chart_167.png,Bar,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
VASTJ.432.7.png,Line,Immediacy / Cognitive Load,intuitive,easy/hard to interpret
InfoVisJ.2556.7(2).png,Text,Immediacy / Cognitive Load,hard to interpret/read/understand,easy/hard to interpret
InfoVisJ.1677.10.png,Node-link,Immediacy / Cognitive Load,hard to interpret/read/understand,easy/hard to interpret
InfoVisC.103.9.png,Line,Immediacy / Cognitive Load,hard to focus/follow,easy/hard to interpret
v486_n7403_11_f2.png,Area,Immediacy / Cognitive Load,hard to identify/extract/find features,easy/hard to interpret
SciVisJ.2926.1.png,Cont.-ColorPatn,Immediacy / Cognitive Load,unclear meaning/confusing,unclear meaning/confusing
VisC.167.11.png,Bar,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","a specific technique, e.g., bar, pie, circle; color represents groups; easy to interpret/read/understand","color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
InfoVisC.173.7(1).png,Area,Immediacy / Cognitive Load,unclear where to look/what to see,unclear meaning/confusing
InfoVisJ.2251.3(3).png,Glyph,Data Density / Image Clutter; Immediacy / Cognitive Load,few points/lines/shapes/elements; not interpretable/readable/understandable,easy/hard to interpret; more charts/points/lines/shapes/elements
InfoVisJ.659.6.png,Line,Immediacy / Cognitive Load,take longer to interpret,take longer to interpret
vis230.png,Bar,Immediacy / Cognitive Load,not interpretable/readable/understandable,easy/hard to interpret
economist_daily_chart_106.png,Bar,Immediacy / Cognitive Load,more difficult to compare/discern/distinguish,easy/hard to interpret
VASTC.1.12.png,Line,Immediacy / Cognitive Load,more difficult to interpret/read/understand/differentiate,easy/hard to interpret
VisC.255.7.png,Cont.-ColorPatn,Immediacy / Cognitive Load,not interpretable/readable/understandable,easy/hard to interpret
wsj108.png,Line,"Semantics / Text Legibility; Color, Symbol, and Texture Details",readability; color variety/arrangement/distribution,color variety/shading; word rotation/small font size
economist_daily_chart_349.png,Point,Immediacy / Cognitive Load,hard to interpret/read/understand/differentiate,easy/hard to interpret
VisJ.1949.4(3).png,Glyph,Immediacy / Cognitive Load,more difficult to interpret/read/understand/differentiate,easy/hard to interpret
VASTC.115.3.png,Grid,Immediacy / Cognitive Load,more difficult to interpret/read/understand/differentiate,easy/hard to interpret
economist_daily_chart_4.png,Bar,Immediacy / Cognitive Load,more effort/reading/detailed analysis,take longer to interpret
SciVisJ.980.9.png,Glyph,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",a specific technique; symbols; easy to identify/extract/find features,"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; symbols"
InfoVisJ.459.2.png,Grid,Immediacy / Cognitive Load,attention/squinting to understand,take longer to interpret
SciVisJ.980.13.png,Glyph,Schema,a specific technique,"domain-specific concepts (e.g., chemical, biology, map)"
v485_n7399_9_f5.png,Point,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,"clear colors/shapes; lines; too much legend; domain-specific concepts (e.g., chemical, biology, map); easy to interpret/read/understand","clear colors/shapes; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; shapes and lines"
VASTJ.1720.4.png,Bar,Schema; Immediacy / Cognitive Load,"a specific technique, e.g., bar, pie, circle; easy to interpret/read/understand","domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
SciVisJ.821.4.png,Cont.-ColorPatn,Immediacy / Cognitive Load,unclear meaning/confusing,unclear meaning/confusing
InfoVisJ.978.3.png,Area,Aesthetics Uncertainty,not intuitive/simple data,distracting/confusing/unclear
VisC.647.8.png,Glyph,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of legend; more difficult to interpret/read/understand/differentiate; not interpretable/readable/understandable,easy/hard to interpret; labels/axes/legends
wsj124.png,Point,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
InfoVisJ.2412.17(2).png,Text,Immediacy / Cognitive Load,more reading/interpretation/understanding,take longer to interpret
v483_n7388_11_f2.png,Bar,Immediacy / Cognitive Load,more reading/interpretation/understanding,take longer to interpret
InfoVisJ.935.9.png,Grid,Data Density / Image Clutter,little data/info,much/little data/info
VASTJ.432.6.png,Bar,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
economist_daily_chart_406.png,Area,Semantics / Text Legibility; Schema,clear title/axis/label; familiar representation,"domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
InfoVisJ.2556.9.png,Text,Semantics / Text Legibility; Schema,clear title/axis/label; familiar representation,"domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
VASTC.121.5.png,Node-link,Schema,abstract shapes or colors,abstract shapes or colors
VisJ.1949.11(2).png,Glyph,Schema,abstract shapes or colors,abstract shapes or colors
vis567.png,Node-link,Schema; Immediacy / Cognitive Load,unfamiliar concepts/patterns; not interpretable/readable/understandable,"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
VASTJ.151.12.png,Point,Schema; Aesthetics Uncertainty,"a specific technique, e.g., bar, pie, circle; not intuitive/simple data","distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map)"
SciVisJ.1025.10.png,Line,Schema,a specific technique; familiar representation,"domain-specific concepts (e.g., chemical, biology, map)"
wsj91.png,Node-link,Schema; Immediacy / Cognitive Load,"domain-specific concepts (e.g., chemical, biology, map); hard to interpret/read/understand","domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
VisC.623.5.png,Cont.-ColorPatn,"Schema; Color, Symbol, and Texture Details",unfamiliar concepts/patterns; color variety/arrangement/distribution,"color variety/shading; domain-specific concepts (e.g., chemical, biology, map)"
VisJ.1949.7(2).png,Glyph,Schema,a specific domain,"domain-specific concepts (e.g., chemical, biology, map)"
InfoVisJ.2072.7.png,Node-link,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",organized/structured; appealing colors; unclear meaning/confusing,2D/3D; color variety/shading; unclear meaning/confusing
InfoVisJ.1229.6.png,Point,Schema,unfamiliar concepts/patterns,"domain-specific concepts (e.g., chemical, biology, map)"
InfoVisJ.1558.7.png,Glyph,Schema,a specific technique,"domain-specific concepts (e.g., chemical, biology, map)"
VisJ.1329.4(2).png,Glyph,Visual Encoding Clarity; Schema,a specific technique; colored shape,"domain-specific concepts (e.g., chemical, biology, map); shapes and lines"
visMost76.png,Node-link,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",clear colors/shapes; unfamiliar concepts/patterns; bright colors; too many colors; hard to focus/follow,"bright colors; clear colors/shapes; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
SciVisJ.797.13(4).png,Glyph,Schema; Immediacy / Cognitive Load,unfamiliar concepts/patterns; not interpretable/readable/understandable,"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
v488_n7412_8_f1.png,Point,Semantics / Text Legibility; Schema,"title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map); familiar representation","domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
v484_n7393_1_f6.png,Line,"Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",unfamiliar concepts/patterns; color scale/scheme; distracting/confusing/unclear; hard to interpret/read/understand,"color variety/shading; distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
SciVisJ.797.13.png,Glyph,Schema,unfamiliar concepts/patterns,"domain-specific concepts (e.g., chemical, biology, map)"
VisJ.1499.5.png,Glyph,Immediacy / Cognitive Load,easier to see/tell/visualize,easy/hard to interpret
visMost777.png,Area,"Schema; Color, Symbol, and Texture Details",2D/3D; unfamiliar concepts/patterns; unclear color meaning,"2D/3D; color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map)"
InfoVisJ.2251.1(2).png,Glyph,Schema,unfamiliar concepts/patterns,"domain-specific concepts (e.g., chemical, biology, map)"
VisC.171.4.png,Line,Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; no measurement/metric/axis; unfamiliar concepts/patterns; unclear meaning/confusing,"domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends; unclear meaning/confusing"
InfoVisJ.1073.3.png,Grid,Schema; Immediacy / Cognitive Load,"domain-specific concepts (e.g., chemical, biology, map); unclear meaning/confusing","domain-specific concepts (e.g., chemical, biology, map); unclear meaning/confusing"
wsj371.png,Line,"Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",shape variation; shapes and lines; size variation; -; captions; context; involves numbers; title/axis/label/descriptions; color variety/arrangement/distribution; unclear colormaps; easy to interpret/read/understand; take longer to interpret,"amount of words/context/numbers; color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; shape variation; shapes and lines; take longer to interpret"
InfoVisJ.1084.2.png,Bar,Schema,unique,"domain-specific concepts (e.g., chemical, biology, map)"
whoB03_1.png,Bar,Immediacy / Cognitive Load,easier to interpret/read/understand,easy/hard to interpret
SciVisJ.700.11.png,Grid,"Semantics / Text Legibility; Color, Symbol, and Texture Details",amount of words/context/numbers; color shading,amount of words/context/numbers; color variety/shading
VASTJ.320.11.png,Area,Semantics / Text Legibility,almost no explanation; lack of/not enough axis labels/legend/annotations/context; no measurement/metric,labels/axes/legends
InfoVisJ.464.11.png,Grid,Data Density / Image Clutter; Semantics / Text Legibility,too many subjects; word/text/sentence,amount of words/context/numbers; more charts/points/lines/shapes/elements
InfoVisJ.621.3.png,Text,Semantics / Text Legibility,more texts/words; word rotation/small font size,amount of words/context/numbers; word rotation/small font size
VASTC.159.2.png,Text,Semantics / Text Legibility,amount of words/context/numbers; highlighted words; more texts/words,amount of words/context/numbers; labels/axes/legends
v489_n7414_25_f2.png,Line,Semantics / Text Legibility,title/axis/label/descriptions,labels/axes/legends
VisJ.1431.7.png,Line,Visual Encoding Clarity; Immediacy / Cognitive Load,shape increase/decrease point; unclear meaning/confusing,shape increase/decrease point; unclear meaning/confusing
VASTJ.111.8.png,Grid,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",title/axis/label/descriptions; a specific technique; color variety/arrangement/distribution,"color variety/shading; domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
InfoVisJ.1190.8.png,Text,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",different font/word sizes/structure; lack of/not enough axis labels/legend/annotations/context; more labels/context; word rotation/small font size; no color difference; hard to interpret/read/understand/differentiate,color contrast/clarity; easy/hard to interpret; labels/axes/legends; more labels/context; word rotation/small font size
SciVisJ.980.12(2).png,Glyph,"Semantics / Text Legibility; Color, Symbol, and Texture Details",clear title/axis/label; color variety/arrangement/distribution,color variety/shading; labels/axes/legends
InfoVisJ.924.5.png,Bar,Semantics / Text Legibility; Immediacy / Cognitive Load,clear title/axis/label; description easy to read; legend easy to understand,easy/hard to interpret; labels/axes/legends
MorphableWordClouds5.png,Text,Semantics / Text Legibility; Schema,"word frequency; word rotation/small font size; a specific technique, e.g., bar, pie, circle","amount of words/context/numbers; domain-specific concepts (e.g., chemical, biology, map); word rotation/small font size"
VASTJ.1332.5.png,Bar,Data Density / Image Clutter; Semantics / Text Legibility,little data/info; title/axis/label/descriptions,labels/axes/legends; much/little data/info
VASTJ.1763.6.png,Text,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",hard to read; color variety/arrangement/distribution,color variety/shading; easy/hard to interpret
VASTJ.31.2.png,Grid,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty",word/text/sentence; black color; unclear colors/contrast,amount of words/context/numbers; color variety/shading; unclear colors/contrast
VisC.175.1(3).png,Cont.-ColorPatn,"Color, Symbol, and Texture Details",color variety/arrangement/distribution,color variety/shading
SciVisJ.1043.12(5).png,Cont.-ColorPatn,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; hard to interpret/read/understand,easy/hard to interpret; labels/axes/legends
SciVisJ.891.13.png,Glyph,Data Density / Image Clutter; Schema,more detailed/things; familiar representation,"domain-specific concepts (e.g., chemical, biology, map); much/little data/info"
SciVisJ.797.11(3).png,Glyph,Semantics / Text Legibility,title/axis/label/descriptions,labels/axes/legends
SciVisJ.796.18.png,Cont.-ColorPatn,Semantics / Text Legibility,lack of/not enough axis labels/legend/annotations/context; too much legend,labels/axes/legends
whoJ48_2.png,Area,"Schema; Color, Symbol, and Texture Details","domain-specific concepts (e.g., chemical, biology, map); unclear colormaps","color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map)"
wsj28.png,Bar,"Semantics / Text Legibility; Color, Symbol, and Texture Details",amount of words/context/numbers; salient colors,amount of words/context/numbers; color variety/shading
InfoVisJ.989.8.png,Point,Semantics / Text Legibility; Immediacy / Cognitive Load,more labels/context; more legible,easy/hard to interpret; more labels/context
wsj360.png,Bar,Semantics / Text Legibility,more texts/words,amount of words/context/numbers
VASTJ.250.13.png,Text,Semantics / Text Legibility,more texts/words,amount of words/context/numbers
vis630.png,Area,"Semantics / Text Legibility; Color, Symbol, and Texture Details",more texts/words; bright colors,amount of words/context/numbers; bright colors
InfoVisJ.1634.1.png,Area,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,labels/axes/legends; unclear meaning/confusing
InfoVisJ.1009.9.png,Area,"Semantics / Text Legibility; Color, Symbol, and Texture Details",lack of/not enough axis labels/legend/annotations/context; ambiguous/confusing colors; color shading; color variety/arrangement/distribution,color contrast/clarity; color variety/shading; labels/axes/legends
InfoVisJ.1063.13(3).png,Node-link,"Semantics / Text Legibility; Color, Symbol, and Texture Details",lack of/not enough axis labels/legend/annotations/context; color variety/arrangement/distribution,color variety/shading; labels/axes/legends
VisJ.1421.5(2).png,Glyph,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; not interpretable/readable/understandable,easy/hard to interpret; labels/axes/legends
SciVisJ.796.5(1).png,Cont.-ColorPatn,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",no measurement/metric/axis; unfamiliar concepts/patterns; unclear color meaning,"color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
VisJ.1949.11.png,Glyph,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",no measurement/metric/axis; color differentiation; distracting/confusing/unclear; unclear meaning/confusing,color contrast/clarity; distracting/confusing/unclear; labels/axes/legends; unclear meaning/confusing
v488_n7410_20_f4.png,Point,Semantics / Text Legibility; Immediacy / Cognitive Load,no measurement/metric/axis; more difficult to interpret/read/understand/differentiate,easy/hard to interpret; labels/axes/legends
VisJ.1261.4.png,Area,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; not interpretable/readable/understandable,easy/hard to interpret; labels/axes/legends
VASTJ.1683.4(2).png,Point,Semantics / Text Legibility,lack of/not enough axis labels/legend/annotations/context,labels/axes/legends
VisC.389.7.png,Glyph,Semantics / Text Legibility; Aesthetics Uncertainty; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; distracting/confusing/unclear; complicated to process; not interpretable/readable/understandable,distracting/confusing/unclear; easy/hard to interpret; labels/axes/legends
VASTC.51.6.png,Bar,Semantics / Text Legibility; Immediacy / Cognitive Load,lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,labels/axes/legends; unclear meaning/confusing
MorphableWordClouds12.png,Text,Semantics / Text Legibility; Immediacy / Cognitive Load,order of words; easy to interpret/read/understand,easy/hard to interpret; word rotation/small font size
VASTJ.870.4.png,Grid,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
InfoVisJ.953.10.png,Text,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load","indication; domain-specific concepts (e.g., chemical, biology, map); two colors; easier to process/visualize","domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; two colors; unclear meaning/confusing"
whoK27_2.png,Line,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,clear colors/shapes; metric representation; unclear relation between words; word/text/sentence; easy to identify/extract/find features; take longer to interpret,"amount of words/context/numbers; clear colors/shapes; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; take longer to interpret; unclear meaning/confusing"
whoO03.png,Line,Visual Encoding Clarity,smooth lines,shapes and lines
SciVisJ.259.14.png,Cont.-ColorPatn,Semantics / Text Legibility; Schema,"x-axis unlabeled; domain-specific concepts (e.g., chemical, biology, map); familiar representation","domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
InfoVisJ.2556.10.png,Text,"Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",no clear indication; hard to read; unfamiliar concepts/patterns; ambiguous/confusing colors; irregular; unclear meaning/confusing,"color contrast/clarity; distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; unclear meaning/confusing"
VASTJ.91.6.png,Area,Semantics / Text Legibility; Immediacy / Cognitive Load,clear text/scale/information; unclear meaning/confusing,clear text/scale/information; unclear meaning/confusing
visMost92.png,Line,"Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",number of levels; understand/read shapes; word/text/sentence; color variety/arrangement/distribution; icons; shape misunderstanding,2D/3D; amount of words/context/numbers; color variety/shading; shapes and lines; symbols; understand/read shapes
InfoVisJ.1247.14.png,Line,Semantics / Text Legibility,title/axis/label/descriptions; with legend,labels/axes/legends
InfoVisJ.1054.3.png,Area,"Semantics / Text Legibility; Color, Symbol, and Texture Details",readability; amount of / too many colors,color variety/shading; word rotation/small font size
VASTC.59.11(2).png,Text,Semantics / Text Legibility; Immediacy / Cognitive Load,unreadable; word rotation/small font size,easy/hard to interpret; word rotation/small font size
SciVisJ.1290.8.png,Node-link,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details","label meaning; domain-specific concepts (e.g., chemical, biology, map); unclear color meaning","color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
InfoVisJ.2583.8.png,Schematic,Schema,a specific technique; familiar representation,"domain-specific concepts (e.g., chemical, biology, map)"
VASTJ.1612.1.png,Text,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",unclear relation between words; two colors; hard to see/tell/visualize,easy/hard to interpret; two colors; unclear meaning/confusing
visMost393.png,Area,Immediacy / Cognitive Load,simple to interpret/read/understand,easy/hard to interpret
VASTJ.51.8.png,Grid,Data Density / Image Clutter; Semantics / Text Legibility,more parameters/variables; title/axis/label/descriptions,labels/axes/legends; more parameters/variables
VisC.77.17.png,Node-link,Schema; Immediacy / Cognitive Load,2D/3D; more difficult to interpret/read/understand/differentiate,2D/3D; easy/hard to interpret
InfoVisC.65.4(2).png,Node-link,Visual Encoding Clarity; Schema,understand/read shapes; waterfall-like,"domain-specific concepts (e.g., chemical, biology, map); understand/read shapes"
v490_n7420_13_f4.png,Line,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",line movement; eye-catching description; unclear colormaps,color contrast/clarity; labels/axes/legends; shapes and lines
InfoVisJ.629.8.png,Point,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",shapes; shapes and lines; more title/axis/label; title/axis/label/descriptions; unclear colormaps,color contrast/clarity; labels/axes/legends; shapes and lines
VASTJ.101.1.png,Bar,"Visual Encoding Clarity; Color, Symbol, and Texture Details",curves and shapes; color variety/arrangement/distribution,color variety/shading; shapes and lines
VisC.249.5.png,Glyph,Visual Encoding Clarity; Schema; Immediacy / Cognitive Load,data intersection; shapes; unclear meaning; unclear meaning/confusing,2D/3D; shapes and lines; unclear meaning/confusing
VisC.163.2.png,Line,Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Immediacy / Cognitive Load,curved lines; no detail; lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,labels/axes/legends; much/little data/info; shapes and lines; unclear meaning/confusing
InfoVisJ.1558.5.png,Glyph,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",shapes; size variation; familiar representation; unclear coloring; easy to derive meaning,"color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; shapes and lines"
SciVisJ.2305.5.png,Cont.-ColorPatn,Immediacy / Cognitive Load,unclear what data conveys,unclear meaning/confusing
v487_n7405_7_f1.png,Line,Visual Encoding Clarity; Semantics / Text Legibility,error bars; readability,shapes and lines; word rotation/small font size
VASTJ.170.6.png,Cont.-ColorPatn,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",less uniform shapes; shape variety; color variety/arrangement/distribution; less negative space,color variety/shading; overlapping shapes/colors/lines; shapes and lines
v487_n7408_15_f3.png,Bar,"Visual Encoding Clarity; Color, Symbol, and Texture Details",shapes and lines; black-to-white/color gradient,color variety/shading; shapes and lines
wsj226.png,Bar,Visual Encoding Clarity,change over time; crop production shown,shapes and lines
InfoVisJ.651.7.png,Cont.-ColorPatn,"Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",2D/3D; unclear structure; unfamiliar concepts/patterns; blurry colors/images; color variety/arrangement/distribution,"2D/3D; blurry colors/images; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); unclear meaning/confusing"
whoQ48_6.png,Line,Immediacy / Cognitive Load,easy to interpret/read/understand,easy/hard to interpret
InfoVisJ.2023.3.png,Grid,Schema,technical encoding,"domain-specific concepts (e.g., chemical, biology, map)"
VASTJ.111.5.png,Node-link,Visual Encoding Clarity; Immediacy / Cognitive Load,shape point of interest; not interpretable/readable/understandable,easy/hard to interpret; shape point of interest
InfoVisJ.1032.5.png,Point,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",grid layout; shape position; y-axis meaning unclear; color variety/arrangement/distribution,2D/3D; color variety/shading; shape position; unclear meaning/confusing
v490_n7420_13_f1.png,Glyph,Visual Encoding Clarity,shapes and lines,shapes and lines
VisC.375.5.png,Line,Visual Encoding Clarity; Immediacy / Cognitive Load,indistinguishable/unintuitive lines; struggled to read; unclear meaning/confusing,easy/hard to interpret; shapes and lines; unclear meaning/confusing
InfoVisC.65.3.png,Node-link,Visual Encoding Clarity; Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,indistinguishable/unintuitive lines; lack of/not enough axis labels/legend/annotations/context; no context or reference; more complicated; not interpretable/readable/understandable,"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; shapes and lines"
whoK22.png,Point,Visual Encoding Clarity; Immediacy / Cognitive Load,indistinguishable/unintuitive lines; more difficult to focus/follow,more difficult to focus/follow; shapes and lines
InfoVisJ.1655.8.png,Line,Visual Encoding Clarity,lines,shapes and lines
VASTJ.2012.4.png,Text,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",more detailed/things; design-data relationship; lines; scale difference; shape variety; shapes and lines; dates; different font/word sizes/structure; more texts/words; a specific technique; amount of / too many colors; distracting/confusing/unclear; hard to interpret/read/understand,"amount of words/context/numbers; color variety/shading; design-data relationship; distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; much/little data/info; scale difference; shapes and lines; word rotation/small font size"
VASTJ.1763.8(2).png,Text,"Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details",more uniform design; single font; two colors,2D/3D; two colors; word rotation/small font size
VisJ.1949.18.png,Glyph,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",image location; overall shape; color variety/arrangement/distribution,2D/3D; color variety/shading; shapes and lines
MorphableWordClouds21.png,Text,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details",curves and shapes; more texts/words; color variety/arrangement/distribution,amount of words/context/numbers; color variety/shading; shapes and lines
vis718.png,Area,"Color, Symbol, and Texture Details",unclear colormaps,color contrast/clarity
InfoVisC.81.3.png,Area,Visual Encoding Clarity,shape variation,shape variation
VisJ.1197.3.png,Glyph,Data Density / Image Clutter; Immediacy / Cognitive Load,multiple shapes; take longer to interpret,more charts/points/lines/shapes/elements; take longer to interpret
InfoVisJ.1634.6.png,Area,Schema,multivariate,"domain-specific concepts (e.g., chemical, biology, map)"
InfoVisJ.2082.7.png,Table,Aesthetics Uncertainty; Immediacy / Cognitive Load,no clear indication; distracting/confusing/unclear,distracting/confusing/unclear; unclear meaning/confusing
VisC.599.6.png,Cont.-ColorPatn,Visual Encoding Clarity; Semantics / Text Legibility; Immediacy / Cognitive Load,curved lines; no clear indication; lack of/not enough axis labels/legend/annotations/context; more difficult to interpret/read/understand/differentiate,easy/hard to interpret; labels/axes/legends; shapes and lines; unclear meaning/confusing
InfoVisJ.609.8.png,Bar,Immediacy / Cognitive Load,easy to understand,easy/hard to interpret
SciVisJ.980.7.png,Glyph,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",unclear shape meaning; color variety/arrangement/distribution; hard to interpret/read/understand,color variety/shading; easy/hard to interpret; unclear meaning/confusing
wsj21.png,Area,Visual Encoding Clarity; Immediacy / Cognitive Load,several elements; easier to interpret/read/understand; easier to process/visualize,easy/hard to interpret; several elements
economist_daily_chart_267.png,Area,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",mismatched number-circle proportion; unfamiliar concepts/patterns; soft/layered/overlapping colors,"domain-specific concepts (e.g., chemical, biology, map); shapes and lines; soft/layered/overlapping colors"
SciVisJ.822.12.png,Grid,"Color, Symbol, and Texture Details",blue color,color variety/shading
vis3.png,Area,"Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",shape variety; different font/word sizes/structure; color variety/arrangement/distribution; take longer to interpret,color variety/shading; shapes and lines; take longer to interpret; word rotation/small font size
VisJ.1595.7.png,Glyph,"Visual Encoding Clarity; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",categorized shapes; unable to sort; unclear colormaps; not interpretable/readable/understandable,color contrast/clarity; distracting/confusing/unclear; easy/hard to interpret; shapes and lines
