raw_name,synset,category,source,n_images,example_images,example_raw_comments,example_llm_input,example_sentiments,example_finalPhrases
earth_geography,structure.region,structure,extended,1,v486_n7401_7_f1.png,"The other image is a basic graph with two or three data points. In comparison to earth and all it's detail, politics, geography, it is lacking.",all it's detail; two or three data points; basic graph; earth; geography,(-); (-); (-); (-); (-),"domain-specific concepts (e.g., chemical, biology, map); much/little data/info"
geographic_regions,structure.region,structure,extended,1,wsj91.png,"the other is a full map. I think the map is way more complex then the squares. I chose the one which made less sense. While understanding the map, its hard to choose the map over the grid of squares",full map; made less sense,(+); (+),"domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
geographic_shapes,structure.region,structure,extended,1,economist_daily_chart_110.png,range of colours more physical content than the other image both text shapes and geography included red is a harsh colour compared to dark green,more physical content; text shapes and geography; dark green; range of colors; red is a harsh color,(+); (+); (-); (+); (+),"color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); more charts/points/lines/shapes/elements"
highlighted_countries,structure.region,structure,extended,1,economist_daily_chart_140.png,"The other image is easier to understand as the figures are displayed along with the countries, so with just a glance everything is summarized.; I chose the image with the orange complex because I am not familiar with the world map. I knew for certain that I did not know the countries highlighted, therefore, I was more confused.; while on the left, 3 axes: x, y, color",did not know the countries highlighted; not familiar with the world map; orange complex; I was more confused; countries; easier to understand; just a glance everything is summarized; 3 axes; x; y; color,(+); (+); (+); (+); (+); (-); (-); (-); (-); (+); (+),"color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; unclear meaning/confusing"
pacific_ocean,structure.region,structure,extended,1,v488_n7412_8_f1.png,"well on the right is a picture of the pacific ocean, its easily noticable and it has labels for islands. it is something i am familiar with.",labels; familiar with; picture of pacific ocean,(-); (-); (-),"domain-specific concepts (e.g., chemical, biology, map); labels/axes/legends"
region,structure.region,structure,original,0,,,,,
sections,structure.region,structure,extended,1,VASTJ.1407.9.png,"The graphic on the left seems to have a simpler structure.; More line crossing each others which add complexity. Adding to the line, you have to look at the scale on the left and at the top; Too many lines. Too many different sections. The wording is on the chart itself, so it feels like it's all complied together onto one graph. The various shades of colour are similar yet somewhat different.",Too many lines; Too many sections; wording on chart; various shades of color; More line crossing each others; line and scale; simple structure,(+); (+); (+); (+); (+); (+); (-),amount of words/context/numbers; color variety/shading; more charts/points/lines/shapes/elements; overlapping shapes/colors/lines; shapes and lines; word rotation/small font size
zoom_inset,structure.region,structure,original,0,,,,,
annotation,text.annotation,text,original,3,VASTJ.320.11.png | VisJ.1949.16(2).png | v490_n7420_13_f4.png,"- Almost no explanation - No graphic leyend - No axis || I have chosen the left image to be more complex because of the following features: the amount of shapes in the image; the size of the shapes; no information about what the squares are highlighting; almost all the shapes are the same color. || Can see the line movement easier, descriptions are eye catching because of color formats.",Almost no explanation; No axis; No graphic legend || amount of shapes; no information about the squares; size of shapes; same color || Can see line movement; descriptions are eye catching; color formats,(+); (+); (+) || (+); (+); (+); (+) || (+); (+); (+),labels/axes/legends || color variety/shading; more charts/points/lines/shapes/elements; shape size; unclear meaning/confusing || color contrast/clarity; labels/axes/legends; shapes and lines
annotation_label,text.annotation,text,original,0,,,,,
annotation_labels,text.annotation,text,original,0,,,,,
annotation_text,text.annotation,text,original,0,,,,,
annotations_or_facts,text.annotation,text,extended,1,v483_n7387_5_f1.png,"There are far more details to try and understand with a complex variety of data points. 1. A plethora of datapoints to try and figure out 2. Multiple colours and lines; Multiple different facts presented, more numeric features",Multiple facts; A plethora of datapoints; Multiple colors and lines; more to understand,(+); (+); (+); (+),color variety/shading; more charts/points/lines/shapes/elements; much/little data/info; take longer to interpret
mathematical_formulae,text.annotation,text,extended,1,InfoVisJ.1247.10.png,"1) It's difficult to understand this diagram compared to the right because Sw & SL are crossing each other; image that is more visually complex contains more elements of information in different formats including text, numbers, mathematical formulae as well as the coloured graphic chart; the plot is particularly non-complex as it is just a line graph, one of the simplest visualisation tools.","crossing each other; difficult to understand diagram; more elements of information; text, numbers, mathematical formulae; colored graphic chart",(+); (+); (+); (+); (+),color variety/shading; easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; overlapping shapes/colors/lines
axis_label,text.axis_label,text,original,0,,,,,
axis_labels,text.axis_label,text,original,6,v483_n7391_8_f5.png | economist_daily_chart_393.png | VisC.599.6.png,"The graph is something I am unfamiliar with, it is harder to read and understand, and it is visually more striking.; as a coloured surface, which is harder to discern; contains more information; Too many similar colours, and axis; A lot of data; More colors; More numbers; The data in the chosen picture are more difficult to read. The graph itself seems conveying more data; The other image has an order; require a more specialized education to understand.; the left has more details and displayed via a bar chart - more simple. It is harder to read.; there are more colors, more information to look at, the lines are wavy and not straightforward; Much more data on the graph than just words.; The image in orange could be anything — an individual without specialized knowledge would be clueless as to what it is. Multiple data points in the image in orange. To the human eye it is more complex: whereas most graphs have two axes (as in the seismic graph), the orange image has four axes and is more difficult to understand based on the results presented.; I feel like the left seems pretty organized and easy to understand, also the colors on both side left are identical, which makes it less complex for me. It's structured.; four labelled axes; separate colour scale; Both have 3 variables; the right one representing one variable with a heat map makes it easier for me to understand at a glance. Curve lines limiting the heat map also helps. || The images are both very simple to digest; I find the straight lines  easier to follow; On the right there is just a few lines and data; more info, less simple-looking; more variables, more information to process, more contrast; The highlighted image much like my previous answer has actual factual information within it which is why I deemed it to be more visually complex.; the first image with the ""random"" names that don't make sense to me! the first picture I don't know what the colors red and green are supposed to indicate.; How clear the chart was || The graph is wavy; there is no way to tell the exact points for the numbers, making it more complex to understand. There is no data provided other than two letters and numbers, which to me feels more complex than looking at a map.",Curve lines; one variable; heat map; understand at a glance; conveying more data; difficult to read; colored surface; harder to discern; more data points; more axes; require specialized education to understand.; four labeled axes; separate color scale; organized; structured; colors on both side left are identical; easy to understand; ordered; more details; bar chart; harder to read; A lot of data; More colors; More numbers; more information; lines not straightforward; more colors; Multiple data points; four axes; seismic graph; clueless; more difficult to understand; Too many similar colors; axis; visually more striking; unfamiliar with; harder to read and understand; Much more data; words || straight lines; easier to follow; simple to digest; few data; just a few lines; clear; more information; less simple; more variables; more contrast; random names that don't make sense; I don't know what red and green indicate; factual information || no way to tell exact points for the numbers; wavy; two letters and numbers; more complex to understand,(-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (+); (+); (-); (+); (+); (+); (+); (-) || (-); (-); (-); (-); (-); (-); (+); (+); (+); (+); (+); (+); (+) || (+); (+); (+); (+),"2D/3D; amount of words/context/numbers; color contrast/clarity; color variety/shading; distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; much/little data/info; ordered; shapes and lines; take longer to interpret || color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; more parameters/variables; much/little data/info; shapes and lines; unclear meaning/confusing || easy/hard to interpret; labels/axes/legends; shapes and lines; unclear meaning/confusing"
x_axis_label,text.axis_label,text,original,0,,,,,
y_axis_label,text.axis_label,text,original,0,,,,,
caption,text.description,text,original,0,,,,,
description,text.description,text,original,2,wsj340.png | InfoVisJ.924.5.png,"The right image is a chart with a title, description, labels and coloured segments, therefore it doesn't need to do as much visually.; 1. Variety and Density of Elements, 2.Level of Detail 3. Depth and Dimensionality and 4.Interconnectedness of Elements. || 1. Visuals that tell the story 2. Labels are clear 3. Key is easy to understand 4. Description easy to read",description; labels; title; colored segments; chart; doesn't need to do as much visually || Description easy to read; Key is easy to understand; Labels are clear,(-); (-); (-); (-); (-); (-) || (+); (+); (+),"color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; word rotation/small font size || easy/hard to interpret; labels/axes/legends"
country_label,text.label,text,original,0,,,,,
country_labels,text.label,text,original,3,wsj270.png | whoI19.png | InfoVisJ.953.10.png,"The left side image shows more information about data and easy to evaluate; The country flags  make it very easy to read the chart at a glance and understand the general data. || has a limited number of countries the data is collected from; it has fewer axes; visually it is easier to understand; anyone with a high school education may be able to understand it. || I chose the second picture because the names of the countries were familiar and easier to process. I could understand the image and therefore it was less complex. The indications ""lowest"" and ""highest"" helped me to understand why there are two colors in the second image.",country related; easy to read at a glance; more information about data; easy to evaluate || limited number of data; fewer axes; countries; high school education; easier to understand || indications; names of the countriesr; two colors; easier to process,(-); (-); (-); (-) || (-); (-); (+); (-); (-) || (-); (-); (-); (-),"design-data relationship; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret || 2D/3D; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; much/little data/info || domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; two colors; unclear meaning/confusing"
explanation_text,text.label,text,original,2,visMost573.png | VisC.647.8.png,"The circles on the right side might also be a lot, but I can clearly link it to the image legend.; To many colours. Text is to small. Its not straight to the point; To many colours Text is to small Its not straight to the point; The initial understanding of what's shown to me made me think the orange image was more complex, as it was harder to decipher. The colour superposition also means more complexity. Finally, the amount of information as well as its disposition.; I assessed the images on how complicated they looked at first glance and whether I could glean any information from them instantly. If one image hurt my eyes or looked confusing I judged that to be more complex.cluttered as the one on the left.; density of information, number of colors, number of items on the legend, overlap of circle areas; It is more complex as I find it more difficult in terms of image layout; The orange image is much less clear, much more packed with information in a visually intricate way. The use of color is much more layered in the orange image than in the other one.; multiple features overlapping features several more colours large key; multiple features; overlapping features; several more colours; large key; Intense colors, multiple figures, smaller icons, hard to understand; number of items on the legend, overlap of different colors; Lots of colours, Different size of circles, Overlapping, The explanation text and the legend on the left side of the page; More overlapping colors; More colors; Background color; More text; Lots of colours; Different size of circles; Overlapping; The explanation text and the legend on the left side of the page; Too many circles in the orange highlighted one. Everything (circles and colours) are mixed together making it difficult to discern information. Use of ambiguous colours on the left.; Too many circles in the orange highlighted one Everything (circles and colours) are mixed together making it difficult to discern information Use of ambiguous colours; The image looks as if it might be easier to decipher.; complexity vague in general difficult to read; complex data sets , appealing colours , easier to visualize; I have the feeling I don't need to do this in the right image.; The visualization on the right looks more like an abstract painting.; However, the second image, even with info, it's quite difficult for me. By the way, another thing I realized was that, sometimes the image is apparently not complex, but it is to me. For example, with these images about black holes or similar to black holes.; At first, I thought that the image on the right was more difficult. But, after looking at it for a long time, I stared to understand what it meant.; 1. Visuals that tell the story 2. Labels are clear 3. Key is easy to understand 4. Description easy to read; The small text in the upper left kept distracting me every time I saw this image. The text is too small to read and because of that I felt this was less accessible and comprehensible. It became more familiar every time I saw it; however, I did feel that it was overly complex.; The image uses circles of various sizes and colors to represent sounds throughout Jerusalem. It conveys information in a complex way using these circles and text labels, though the visual elements themselves are relatively simple.; first reason is how quick i can understand the image, and because i saw the second multiple times, i guess it played a huge role on that; Sur l'image la plus simple il y a une légende et des couleurs aidant à la compréhension. || Absolutely nothing is understood.; the little grey and white peaces simply more.; No explanation of the data hence more dificult to understand",circles; clearly link to legend; image legend; multiple figures; Intense colors; smaller icons; hard to understand; stared to understand; overlapping colors; More text; Background color; More overlapping colors; Overlapping circles; size of circles; explanation text; legend; Lots of colors; Description easy to read; Key is easy to understand; Labels are clear; overlap of different colors; number of items on the legend; different colors; many colors; Text is small; not straight to the point; Too many circles; circles and colors mixed together; Use of ambiguous colors; difficult to discern; multiple features; overlapping features; large key; several more colors; To many colors; Text is to small; easier to visualize; cluttered; looked confusing; complicated at first glance; glean information instantly; more colors; ambiguous colors; image layout; more difficult; saw it multiple times; images about black holes; quite difficult for me; density of information; overlap of circle areas; number of colors; text is too small; less accessible and comprehensible; amount of information; disposition; color superposition; harder to decipher; difficult to read; abstract painting; circles of various sizes; visual elements relatively simple; text labels; colors to represent sounds; Jerusalem; more packed with information; color more layered; much less clear; Overlapping; Different size of circles; easier to decipher || nothing is understood.; No explanation of data; more dificult to understand,(+); (-); (-); (+); (+); (+); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (+); (-); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-) || (+); (+); (+),"2D/3D; abstract shapes or colors; amount of words/context/numbers; color contrast/clarity; color variety/shading; distinguishable color variety/arrangement/distribution; distracting/confusing/unclear; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; much/little data/info; overlapping shapes/colors/lines; shape size; shapes and lines; simple visual elements; soft/layered/overlapping colors; symbols; white/black background / other background; word rotation/small font size || easy/hard to interpret; labels/axes/legends"
highlighted_words,text.label,text,extended,1,VASTC.159.2.png,The image on the right is a lot more simple because there are only four highlighted words from a textbook that are also amplified so that they can be seen more clearly. Almost anything would be more complex than this image.,four highlighted words,(-),amount of words/context/numbers; labels/axes/legends
label,text.label,text,original,0,,,,,
label_text,text.label,text,original,0,,,,,
labels,text.label,text,original,25,VisJ.1515.12.png | SciVisJ.1236.10.png | wsj340.png,"it was harder for my eyes to focus on the colours in this picture making it harder to adjust and see the colours.; the contrast of the colors is really weird and it doesnt make sense; Colour coded for separating facts; more lines, making it more difficult to identify differences in the information presented; i have no idea what is going on. i cannot make sense of it; I didn't understand what the left image was demonstrating; i have more dificulty to read this image for me.i don't know what to say; really don't understand this one; Processing information is not possible on the selected image; no context; too dark; Hard measure; Hard to find exact feature; I was looking for images that made sense to me, in terms of how I would retrieve data, the orange highlighted one gave me no further information; the image is not as understandable in terms of shapes and what it resembles || The amount of pixels and colors also with different patterns and partly mixed up seemed more intense on the right side. Also the text abpve the pixel add up to it being more complex to me.; Number of square. Variety of data in every square. convey much more data.; On the contrary the left image is clear, it shows everything by columns and rows which is easier to visualize.; The more complex image needs to be studied more intently to make sense of.; I have no idea what Image 1 is; it makes me curious what it means and the colors seem to have some sort of meaning.; I dont understand at all the image selected, neither the graphics nor the data. I have never seen something similar.; The image with the orange box has 1. different shapes and sizes of blurred purple and green boxes 2. labels are top are confusing to decode; The meaning of the code which i don't understand || The right image is a chart with a title, description, labels and coloured segments, therefore it doesn't need to do as much visually.; 1. Variety and Density of Elements, 2.Level of Detail 3. Depth and Dimensionality and 4.Interconnectedness of Elements.",don't understand; didn't understand; in terms of shapes; what it resembles; not as understandable; Processing information is not possible; more lines; Color coded for separating facts; difficult to identify differences in information; no context; too dark; cannot make sense of it; contrast of the colors; color contrast really weird; colors; harder for my eyes to focus; gave no further information; don't know what to say; exact feature; measure; Hard measure; Hard to find exact feature || needs to be studied more intently to make sense of; different shapes and sizes; blurred purple and green boxes; labels; meaning of the code; don't understand; not something similar.; dont understand at all; no idea what Image is; the colors seem to have meaning; Number of square; Variety of data in square; columns and rows; easier to visualize || description; labels; title; colored segments; chart; doesn't need to do as much visually,(+); (+); (+); (+); (+); (+); (+); (+); (+); (+) (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+) || (+); (+); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (-) || (-); (-); (-); (-); (-); (-),"color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; more difficult to focus/follow; much/little data/info; shapes and lines; unclear colors/contrast; understand/read shapes || blurry colors/images; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; shapes and lines; take longer to interpret; unclear meaning/confusing || color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; word rotation/small font size"
large_words,text.label,text,original,1,MorphableWordClouds5.png,"The image not highlighted seemed to be simply a chart showing frequency of words used. The bigger the word, the most often the use.","The bigger the word, the most often the use.; frequency of words; chart showing frequency of words",(-); (-); (-),"amount of words/context/numbers; domain-specific concepts (e.g., chemical, biology, map); word rotation/small font size"
letters,text.label,text,extended,3,VisC.559.6.png | VASTC.24.5.png | VASTJ.220.1(2).png,"The right image shows something that looks like multiple elements interacting with each other potentially; Too many moving parts. Random letters. There is no apparent directional flow for the arrows. Messy.; First of all it has a lot of arrows pointing in different directions which is very confusing and seems complex. Secondly, I have no idea what any of it means since their isn't and numbers associated with it. || The visual has a lot of confusing numbers, letters, and overall understandability. I find that it is hard to tell what it is trying to convey and what it even measures. There are too many colors, letters, and numbers.; There are differences between the three columns that I would need more time to realise.; A, B & C has different bars; Some values are in the middle and according to me it's complicated to look at; I did not choose the left one. It seems to imply something that is not clearly stated and is not easily understood by the majority of people. || Letter size variation; Word meaning difference; Color difference; Ugly calligraphy","arrows pointing in different directions; isn't any numbers; I have no idea what any of it means; very confusing; Too many moving parts; messy; no apparent directional flow for the arrows; Random letters; multiple elements interacting with each other || not clearly stated; not easily understood; need more time to realize; too many numbers; confusing numbers, letters; too many letters; confusing overall understandability; hard to tell; different bars; some values in the middle; complicated to look at || Letter size variation; Word meaning difference; Color difference; Ugly calligraphy",(+); (+); (+); (+); (+); (+); (+); (+); (+) || (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+) || (+); (+); (+); (+),distracting/confusing/unclear; labels/axes/legends; more charts/points/lines/shapes/elements; overlapping shapes/colors/lines; unclear meaning/confusing || 2D/3D; amount of words/context/numbers; color variety/shading; distracting/confusing/unclear; easy/hard to interpret; labels/axes/legends; several elements; take longer to interpret; unclear meaning/confusing; word rotation/small font size || color variety/shading; distracting/confusing/unclear; unclear meaning/confusing; word rotation/small font size
node_label,text.label,text,original,0,,,,,
node_labels,text.label,text,original,0,,,,,
small_text,text.label,text,original,1,InfoVisJ.1149.6(1).png,"It contains a high information density. As a result, interpreting the map requires parsing through a large amount of textual data, which can be visually overwhelming and mentally taxing. Navigating through this hierarchical text requires understanding the relative importance of different labels and how they contribute to the overall information conveyed by the map. Interpreting a map with many small writings requires not only reading and understanding individual labels but also synthesizing information from multiple sources to gain a comprehensive understanding of the depicted area.",high information density; large amount of textual data; different labels; hierarchical text; many small writings; visually overwhelming; mentally taxing,(+); (+); (+); (+); (+); (+); (+),amount of words/context/numbers; distracting/confusing/unclear; labels/axes/legends; overlapping shapes/colors/lines; take longer to interpret; word rotation/small font size
small_words,text.label,text,extended,1,MorphableWordClouds5.png,"The image not highlighted seemed to be simply a chart showing frequency of words used. The bigger the word, the most often the use.","The bigger the word, the most often the use.; frequency of words; chart showing frequency of words",(-); (-); (-),"amount of words/context/numbers; domain-specific concepts (e.g., chemical, biology, map); word rotation/small font size"
street_labels,text.label,text,original,0,,,,,
text,text.label,text,original,6,InfoVisJ.2072.16.png | vis678.png | VASTJ.31.2.png,"1) Lots of boxes 2) lots of text 3) lots of colors || The image I chose would be more difficult to me to describe to someone. The reason I chose it must be the all the designs, color differences, data and concept.; The image I picked has a lot of charts at once, while also being mixed with a timeline. It is also confusing that there are two different charts and some bits of text.; its dense clutter of elements, varied and vibrant color usage indicating different data categories, a high degree of interconnectedness showcasing complex relationships. It was essentially harder to read.; Very busy, a lot going on, lots of details and images. A lot of intricacy. || The picture has text. and the black color grabbed my attention suddenly. Black is discordant here.","Lots of boxes; lots of text; lots of colors || dense clutter of elements; varied and vibrant color; harder to read; Very busy; lots of details; color differences; design, data and concept; difficult for me to describe; a lot of charts; mixed with a timeline; some text; confusing || has text.; black color grabbed attention; Black is discordant here.",(+); (+); (+) || (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+) || (+); (+); (+),amount of words/context/numbers; color variety/shading; more charts/points/lines/shapes/elements || color variety/shading; design-data relationship; distracting/confusing/unclear; easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; much/little data/info; overlapping shapes/colors/lines || amount of words/context/numbers; color variety/shading; unclear colors/contrast
text_content,text.label,text,original,2,InfoVisJ.459.15.png | InfoVisC.24.3(2).png,1 I don't even understand what its talking about in 5 sec 2 this is bland not a lot of colour || just text on the (less complex) and code/text; In the image with orange highlight I'm seeing programming and for me it's more difficult.,not a lot of color; don't understand what its talking about in 5 sec || code/text; just text; programming; more difficult,(+); (+) || (-); (-); (+); (+),"easy/hard to interpret; inadequate/few coloring || amount of words/context/numbers; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret"
text_label,text.label,text,original,1,vis853.png,"The colour of the images. The writing on the left image is very small, compared to the text on the right. There are images on the left picture.",color of the images; writing very small,(+); (+),color contrast/clarity; word rotation/small font size
text_labels,text.label,text,original,70,SciVisJ.1025.11.png | economist_daily_chart_165.png | SciVisJ.980.12(2).png,"Lots of inscription with details, several measurements on the same graph, numbers; There are more colours in this image and it is displaying more data; -number of information -color contrast; less text; more information and nuances transportet through the picture.; Compared to the other one its a bit more complex || The left image is simpler than the other one because its data are easier to see them, at least, in my opinion.; The highlighted image has a lot of details to read and requires concentration to pay attention to all the data in it (the 'other one' compared to the circle image).; contains more information mix several colors; the size of the graphics; more details；couldnt`see the content; neither is very complex, but comparatively the one on the left is more visually complex as it requires reading; The most important is to understand the topic, what I am looking at. Then the quality of the picture has to be reasonably good, with distinct colours and clear text.; 2D; understandable visual; - how organised/disorganised was the picture - how many type of entities they were - numbers on entities - numbers of unique shapes/colors || The most important is to understand the topic, what I am looking at. Then the quality of the picture has to be reasonably good, with distinct colours and clear text.",Lots of inscription with details; several measurements; inscription with details; numbers; information and nuance transported; number of information; color contrast; less text; more data; more colors || contains more information; mix several colors; requires reading; 2D; a lot of details; requires concentration; more details; couldnt`see the content; understandable visual; data are easier to see; clear text; distinct colors || clear text; distinct colors,(+); (+); (+); (+); (+); (+); (-); (+); (+); (+) || (+); (+); (+); (-); (+); (+); (+); (+); (-); (-); (-); (+) || (-); (+),"amount of words/context/numbers; color contrast/clarity; color variety/shading; domain-specific concepts (e.g., chemical, biology, map); little/less text/numbers/context; much/little data/info; word rotation/small font size || 2D/3D; color variety/shading; easy/hard to interpret; labels/axes/legends; much/little data/info; take longer to interpret || color variety/shading; labels/axes/legends"
text_words,text.label,text,original,1,MorphableWordClouds21.png,"More colour, more text, more complex shape.",more complex shape; more text; more color,(+); (+); (+),amount of words/context/numbers; color variety/shading; shapes and lines
words,text.label,text,original,6,InfoVisJ.631.1(2).png | VASTJ.1448.5.png | MorphableWordClouds12.png,"Densely packed information; Unclear of relations between words; Words are not all orientated the same; Unclear on colour values || Num of objects/words, how objects spread over the whole picture || Design Order of words Ease of understanding",Densely packed information; Unclear of relations between words; Words are not oriented the same; Unclear on color values || Num of objects/words; how objects spread; words || Order of words; Ease of understanding,(+); (+); (+); (+) || (-); (-); (-) || (+); (+),more charts/points/lines/shapes/elements; unclear colors/contrast; unclear meaning/confusing; word rotation/small font size || amount of words/context/numbers; more charts/points/lines/shapes/elements; much/little data/info || easy/hard to interpret; word rotation/small font size
title,text.title,text,original,10,whoO06_2.png | economist_daily_chart_165.png | wsj340.png,"has a title and legend || The left image is simpler than the other one because its data are easier to see them, at least, in my opinion.; The highlighted image has a lot of details to read and requires concentration to pay attention to all the data in it (the 'other one' compared to the circle image).; contains more information mix several colors; the size of the graphics; more details；couldnt`see the content; neither is very complex, but comparatively the one on the left is more visually complex as it requires reading; The most important is to understand the topic, what I am looking at. Then the quality of the picture has to be reasonably good, with distinct colours and clear text.; 2D; understandable visual; - how organised/disorganised was the picture - how many type of entities they were - numbers on entities - numbers of unique shapes/colors || The right image is a chart with a title, description, labels and coloured segments, therefore it doesn't need to do as much visually.; 1. Variety and Density of Elements, 2.Level of Detail 3. Depth and Dimensionality and 4.Interconnectedness of Elements.",legend; title || contains more information; mix several colors; requires reading; 2D; a lot of details; requires concentration; more details; couldnt`see the content; understandable visual; data are easier to see; clear text; distinct colors || description; labels; title; colored segments; chart; doesn't need to do as much visually,(+); (-) || (+); (+); (+); (-); (+); (+); (+); (+); (-); (-); (-); (+) || (-); (-); (-); (-); (-); (-),"labels/axes/legends || 2D/3D; color variety/shading; easy/hard to interpret; labels/axes/legends; much/little data/info; take longer to interpret || color contrast/clarity; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; word rotation/small font size"
title_label,text.title,text,original,0,,,,,
3d_visualization,whole.visualization,whole,extended,1,SciVisJ.744.13.png,"Not understandable at all Different colours Maybe a lot of info that you should know understand just seeing the image Only for trained eyes; This image is complex because it contains lot of details, it is like 3D visualisation (4 dimension matrix), the equation to represent it must be complex. It is like the equation of the wave of water which is difficult to modelise in physic or video game.; less details and more lookable",lot of details; 3D visualization (4 dimension matrix); difficult to model; a lot of info; Different colors; Only for trained eyes; Not understandable at all; less details,(+); (+); (+); (+); (+); (+); (+); (-),2D/3D; color variety/shading; easy/hard to interpret; much/little data/info; take longer to interpret
chart,whole.visualization,whole,original,166,visMost97.png | wsj135.png | InfoVisC.133.5(3).png,"uses common knowledge, is easy to understand, has distinguished/distinctive colors, and presents simple information. || Left one is just a time scale with 2 data sets in same scale, diferent colors and aligment makes it easy to understand.; The other image is more easier to read and understand || Both of these images are a bit complex.; - element size - number of details - complexity of shapes and contrasts; The complexity of the information conveyed in the right image seems a lot more than the left image. There are several factors to understand in the right image. overlapping/intersecting lines; Volume of information; Spread of information on the image; Data interpretation; Time to evaluate context",common knowledge; distinguished/distinctive colors; simple information; easy to understand || alignment; time scale; 2 data sets; different colors; easy to understand || number of details; element size; shapes and contrasts,(-); (-); (-); (-) || ?; (-); (-); (-); (-) || (-); (-); (+),"color variety/shading; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; much/little data/info || color variety/shading; easy/hard to interpret; much/little data/info; scale difference; shapes and lines || color contrast/clarity; much/little data/info; shapes and lines"
chart_structure,whole.visualization,whole,original,1,VASTJ.1407.9.png,"The graphic on the left seems to have a simpler structure.; More line crossing each others which add complexity. Adding to the line, you have to look at the scale on the left and at the top; Too many lines. Too many different sections. The wording is on the chart itself, so it feels like it's all complied together onto one graph. The various shades of colour are similar yet somewhat different.",Too many lines; Too many sections; wording on chart; various shades of color; More line crossing each others; line and scale; simple structure,(+); (+); (+); (+); (+); (+); (-),amount of words/context/numbers; color variety/shading; more charts/points/lines/shapes/elements; overlapping shapes/colors/lines; shapes and lines; word rotation/small font size
diagram,whole.visualization,whole,extended,2,InfoVisJ.1247.10.png | InfoVisJ.339.3.png,"1) It's difficult to understand this diagram compared to the right because Sw & SL are crossing each other; image that is more visually complex contains more elements of information in different formats including text, numbers, mathematical formulae as well as the coloured graphic chart; the plot is particularly non-complex as it is just a line graph, one of the simplest visualisation tools. || It has considerably more going on than the other image. More text, colors, connections and information. The arrangement of the data is more complicated because of that, making it take a little bit longer to understand and go through. The colors of the image are strongly contrasting with each other. There's big text and smaller text, as in, titles and descriptions. Honestly, this image is complex but not confusing, it's okay.; I see more links and written information in the second image. There are also more types of information in the one I have selected.; both is understandable, but right one is more complex as it describes a process.; The left image is showing a very clear path to follow","crossing each other; difficult to understand diagram; more elements of information; text, numbers, mathematical formulae; colored graphic chart || More connections and information; big text and smaller text; titles and descriptions; colors strongly contrasting; longer to understand and go through; clear path to follow; a process; understandable; more types of information; more links; written information",(+); (+); (+); (+); (+) || (+); (+); (+); (+); (+); (-); (+); (-); (+); (+); (+),"color variety/shading; easy/hard to interpret; labels/axes/legends; more charts/points/lines/shapes/elements; overlapping shapes/colors/lines || amount of words/context/numbers; distinguishable/full/highly contrast color uses; domain-specific concepts (e.g., chemical, biology, map); easy/hard to interpret; labels/axes/legends; much/little data/info; shapes and lines; take longer to interpret; unclear meaning/confusing"
