imageName,VisType,rawUserComments,originalPhrases,originalSentiments,n_obj,n_attr,n_rel,objects,attributes,relationships
v488_n7413_12_f2.png,Point,The image with the orange box has many data points; ambiguous numbers; different shapes of data points; more words that take longer to decode,many data points; different shapes of data points; ambiguous numbers; more words; take longer to decode,(+); (+); (+); (+); (+),5,5,3,data_points --> mark.point [data_area] | point_shapes --> mark.point [data_area] | numeric_labels --> text.label [data_area] | text_elements --> text.label [overall] | chart --> whole.visualization [overall],high_data_point_count @ data_points (mark.point) [+] | multiple_distinct_shapes @ point_shapes (mark.point) [+] | ambiguous_numeric_values @ numeric_labels (text.label) [+] | high_word_count @ text_elements (text.label) [+] | requires_extended_decoding @ chart (whole.visualization) [+],point_shapes(mark.point) --increases_complexity(raw:increases_visual_complexity_of)--> data_points(mark.point) [+] | numeric_labels(text.label) --contributes_to_ambiguity_in--> chart(whole.visualization) [+] | text_elements(text.label) --prolongs_decoding_of--> chart(whole.visualization) [+]
InfoVisC.157.1.png,Point,"too many subplots, small fonts, lack of describing information of the elements; the image on the right I find that I will unlikely be able to interpret; It wasn't clear as to what is going on in the chart.",too many subplots; lack of describing information; small fonts; wasn't clear what is going on; unlikely be able to interpret,(+); (+); (+); (+); (+),4,5,3,subplots --> structure.panel [data_area] | fonts --> property.font_style [axes] | labels_annotations --> text.label [annotation] | overall_visualization --> whole.visualization [overall],excessive_subplot_count @ subplots (structure.panel) [+] | small_font_size @ fonts (property.font_style) [+] | lacks_describing_information @ labels_annotations (text.label) [+] | unclear_visual_content @ overall_visualization (whole.visualization) [+] | unlikely_to_interpret @ overall_visualization (whole.visualization) [+],subplots(structure.panel) --increases_clutter_in--> overall_visualization(whole.visualization) [+] | labels_annotations(text.label) --contributes_to_ambiguity_of--> overall_visualization(whole.visualization) [+] | fonts(property.font_style) --reduces_legibility_of--> labels_annotations(text.label) [+]
wsj294.png,Point,"Excessive Data Points: When a chart contains too many data points, it can overwhelm the viewer and make it difficult to discern meaningful patterns or trends. Cluttered Labels and Annotations: If labels, titles, and annotations are excessively crowded or overlapping, it can make it challenging to identify specific elements within the chart. Poor Color Choices: Using too many colors or poorly contrasting colors can make it difficult to differentiate between different data series or categories. Data Overload: Including too much data in a single chart or diagram can make it difficult to focus on the most important information and can obscure key insights.; less visually appealing, harder to discern information- more going on","Cluttered Labels and Annotations; Excessive Data Points; excessively crowded or overlapping; too many data points; too much data; labels, titles, and annotations; Poor Color Choices; poorly contrasting colors; too many colors; more going on; less visually appealing; harder to discern information",(+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),6,10,5,data_points --> mark.point [data_area] | labels --> text.label [data_area] | annotations --> text.annotation [annotation] | title --> text.title [title] | color_scheme --> property.color [overall] | legend --> furniture.legend [legend],excessive_data_points @ data_points (mark.point) [+] | too_much_data @ data_points (mark.point) [+] | crowded_overlapping_elements @ data_points (mark.point) [+] | cluttered_labels @ labels (text.label) [+] | overlapping_text @ labels (text.label) [+] | excessive_annotations @ annotations (text.annotation) [+] | poorly_contrasting_colors @ color_scheme (property.color) [+] | too_many_colors @ color_scheme (property.color) [+] | poor_color_choices @ color_scheme (property.color) [+] | less_visually_appealing @ legend (furniture.legend) [+],data_points(mark.point) --causes_difficulty_discerning--> labels(text.label) [+] | labels(text.label) --overlaps_with--> annotations(text.annotation) [+] | color_scheme(property.color) --increases_effort(raw:increases_cognitive_load_of)--> data_points(mark.point) [+] | annotations(text.annotation) --contributes_to_clutter_with--> labels(text.label) [+] | data_points(mark.point) --makes_harder_to_read--> legend(furniture.legend) [+]
whoK22.png,Point,the lines are going in different directiopns and amounts. i think it's harder to follow the sense of the graphic as there's no images or information that instantly falls into your view,lines going in different directiopns and amounts; harder to follow the sense of the graphic,(+); (+),2,3,1,lines --> mark.line [data_area] | graphic --> whole.visualization [overall],multiple_directions @ lines (mark.line) [+] | varying_amounts @ lines (mark.line) [+] | difficult_to_follow @ graphic (whole.visualization) [+],lines(mark.line) --increases_complexity(raw:increases_difficulty_of)--> graphic(whole.visualization) [+]
InfoVisJ.989.8.png,Point,- more information labeled on the image chosen - more legible,more information labeled; more legible,(+); (+),2,2,1,labels --> text.label [data_area] | text --> text.label [overall],more_information_labeled @ labels (text.label) [+] | more_legible @ text (text.label) [+],labels(text.label) --increases_data_density--> text(text.label) [+]
vis652.png,Point,"The composition of the one on the right is a lot more convoluted; Difference of clarity; 1. More unrelated data elements; 2. Busier infographic layout; 3. Text on top of pictures; the right image only has 4 data points and one more bit of info on the top right; hard to differentiate 2nd and 4th from the image; -More colors -Bad color choice in regard to contrasts -Small font sizes -Different font sizes; not simple data; Less clear writing; it has more text, is less intuitive, is not as simple color wise; How easy it is to interpret information",one more bit of info; only has 4 data points; more text; not as simple color wise; less intuitive; hard to differentiate; Different font sizes; Small font sizes; More colors; Bad color choice in regard to contrasts; Less clear writing; not simple data; Difference of clarity; composition is more convoluted; not simple color wise; Busier layout; More unrelated data elements; Text on top of pictures,(-); (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+),6,14,4,data_points --> mark.point [data_area] | text_labels --> text.label [data_area] | color_scheme --> property.color [overall] | legend --> furniture.legend [legend] | layout --> structure.layout [overall] | background_images --> structure.background [data_area],only_four_data_points @ data_points (mark.point) [-] | not_simple_data @ data_points (mark.point) [+] | more_text_present @ text_labels (text.label) [+] | different_font_sizes @ text_labels (text.label) [+] | small_font_sizes @ text_labels (text.label) [+] | less_clear_writing @ text_labels (text.label) [+] | more_colors_used @ color_scheme (property.color) [+] | bad_contrast_color_choice @ color_scheme (property.color) [+] | not_simple_color_wise @ color_scheme (property.color) [+] | hard_to_differentiate @ color_scheme (property.color) [+] | busier_layout @ layout (structure.layout) [+] | composition_more_convoluted @ layout (structure.layout) [+] | more_unrelated_data_elements @ layout (structure.layout) [+] | less_intuitive_overall @ layout (structure.layout) [+],text_labels(text.label) --overlaid_on--> background_images(structure.background) [+] | color_scheme(property.color) --reduces_clarity_of--> data_points(mark.point) [+] | layout(structure.layout) --increases_effort(raw:increases_cognitive_load_of)--> legend(furniture.legend) [+] | text_labels(text.label) --contributes_to_difference_in_clarity_of--> layout(structure.layout) [+]
VASTJ.151.12.png,Point,The circle graphs look less important than the bar graphs,circle graphs; look less important,(-); (-),2,2,1,circle_graph --> whole.visualization [data_area] | visual_elements --> mark.element [overall],familiar_circular_form @ circle_graph (whole.visualization) [-] | appears_less_important @ visual_elements (mark.element) [-],circle_graph(whole.visualization) --reduces_perceived_complexity_of--> visual_elements(mark.element) [-]
InfoVisJ.669.4.png,Point,More data points on second image. Labelled axis; #NAME?,More data points; Labeled axis,(+); (+),2,2,1,data_points --> mark.point [data_area] | axis_labels --> text.axis_label [axes],high_quantity_of_points @ data_points (mark.point) [+] | labeled_axes_present @ axis_labels (text.axis_label) [+],data_points(mark.point) --increases_clutter_relative_to--> axis_labels(text.axis_label) [+]
economist_daily_chart_349.png,Point,"Reading the graph in the orange region is more challenging compared to the other graph because at first glance, there appears to be complexity. The distribution is not clearly discernible, the intervals are wide, making accurate interpretation challenging. Having a certain linearity would have been more helpful.",making accurate interpretation challenging,(+),1,1,0,chart --> whole.visualization [overall],accurate_interpretation_challenging @ chart (whole.visualization) [+],
v485_n7399_9_f5.png,Point,"Despite the other image (the less complex one) having a legend with chemical compounds (which could be considered complex), the lines in the graph show a clear shape that can be interpreted in less than a second.",clear shape; lines; legend; chemical compounds; interpreted in less than a second,(-); (+); (+); (-); (-),4,5,3,chart_shape --> whole.visualization [data_area] | lines --> mark.line [data_area] | legend --> furniture.legend [legend] | chemical_compound_labels --> text.label [axes],clear_recognizable_shape @ chart_shape (whole.visualization) [-] | multiple_lines_present @ lines (mark.line) [+] | legend_adds_complexity @ legend (furniture.legend) [+] | familiar_domain_labels @ chemical_compound_labels (text.label) [-] | instantly_interpretable @ chart_shape (whole.visualization) [-],lines(mark.line) --increases_clutter_in--> chart_shape(whole.visualization) [+] | legend(furniture.legend) --requires_reference_to--> lines(mark.line) [+] | chemical_compound_labels(text.label) --reduces_ambiguity_of--> chart_shape(whole.visualization) [-]
VisC.251.7.png,Point,There is more information to process in the first image,more information to process,(+),1,1,1,visualization --> whole.visualization [overall],high_information_volume @ visualization (whole.visualization) [+],visualization(whole.visualization) --increases_complexity(raw:increases)--> visualization(whole.visualization) [+]
v487_n7407_14_f4.png,Point,"In the other image, even if it is still complex, we can clearly see what the graph is about, what each axis is measuring, and the shapes and colors can be distinguished.",the shapes; what each axis is measuring; colors,(-); (-); (+),4,3,3,chart --> whole.visualization [overall] | shapes --> mark.shape [data_area] | axes --> furniture.axes [axes] | colors --> property.color [data_area],shapes_aid_interpretation @ shapes (mark.shape) [-] | axis_measurements_clear @ axes (furniture.axes) [-] | multiple_colors_present @ colors (property.color) [+],colors(property.color) --increases_complexity(raw:increases_complexity_of)--> chart(whole.visualization) [+] | axes(furniture.axes) --reduces_ambiguity_in--> chart(whole.visualization) [-] | shapes(mark.shape) --simplifies_reading_of--> chart(whole.visualization) [-]
InfoVisJ.479.13.png,Point,- Colors make a chart easier to read. - Ammount of information to understand the daya,Colors make easier to read.; Ammount of information,(+); (+),3,2,2,chart --> whole.visualization [overall] | color_encoding --> property.color [data_area] | data_content --> content.data [data_area],aids_readability @ color_encoding (property.color) [+] | high_information_volume @ data_content (content.data) [+],color_encoding(property.color) --reduces_difficulty_of--> chart(whole.visualization) [+] | data_content(content.data) --increases_effort(raw:increases_cognitive_load_of)--> chart(whole.visualization) [+]
vis639.png,Point,The one on the left has a random collection of multicoloured circles and I dont know what they mean.,multicolored; random collection of circles; don't know what they mean,(+); (+); (+),3,3,3,circles --> mark.point [data_area] | colors --> property.color [data_area] | legend --> furniture.legend [legend],random_collection_layout @ circles (mark.point) [+] | meaning_unclear @ circles (mark.point) [+] | multicolored_encoding @ colors (property.color) [+],colors(property.color) --applied_to--> circles(mark.point) [+] | legend(furniture.legend) --fails_to_clarify--> circles(mark.point) [+] | circles(mark.point) --lacks_clear_spatial_structure--> circles(mark.point) [+]
VisJ.1431.19.png,Point,"The image I selected looked a lot less neater and more scattered than the other image. There's a lot more going on. There's different shapes, it's hard to make sense of why the dots are scattered the way they are. It's hard to see what kind of story the image I selected is trying to tell. I am unfamiliar with the kind of image I selected. I have never seen a piece of art of data visualization that looks like the image I selected.",more scattered; different shapes; dots are scattered; never seen visualization; unfamiliar with the image; hard to make sense; hard to see story,(+); (+); (+); (+); (+); (+); (+),4,7,3,data_points --> mark.point [data_area] | shapes --> mark.shape [data_area] | visualization --> whole.visualization [overall] | layout --> structure.layout [data_area],scattered_distribution @ data_points (mark.point) [+] | dots_scattered_widely @ data_points (mark.point) [+] | multiple_different_shapes @ shapes (mark.shape) [+] | unfamiliar_visualization_type @ visualization (whole.visualization) [+] | never_seen_before @ visualization (whole.visualization) [+] | hard_to_make_sense @ visualization (whole.visualization) [+] | hard_to_see_story @ layout (structure.layout) [+],data_points(mark.point) --distributed_across(raw:scattered_across)--> layout(structure.layout) [+] | shapes(mark.shape) --increases_encoding_complexity_of--> visualization(whole.visualization) [+] | visualization(whole.visualization) --requires_unfamiliar_schema_for--> layout(structure.layout) [+]
VisC.375.2.png,Point,"1. The image has many points plotted, indicating a rich and dense data set. 2. It shows a wide range of information with different colors and shapes representing various data subsets. 3. The y-axis is non-linear, which makes it more complex to interpret. 4. The legend adds another layer of complexity to the understanding of the graph.",dense data set; many points; shapes representing data subsets; legend adds complexity; y-axis is non-linear; different colors; more complex to interpret,(+); (+); (+); (+); (+); (-); (+),5,6,4,data_points --> mark.point [data_area] | legend --> furniture.legend [legend] | y_axis --> furniture.axes [axes] | color_encoding --> property.color [data_area] | shape_encoding --> property.encoding [data_area],dense_data_set @ data_points (mark.point) [+] | many_data_points @ data_points (mark.point) [+] | adds_visual_complexity @ legend (furniture.legend) [+] | non_linear_scale @ y_axis (furniture.axes) [+] | different_colors_used @ color_encoding (property.color) [-] | shapes_represent_subsets @ shape_encoding (property.encoding) [+],shape_encoding(property.encoding) --increases_effort(raw:increases_interpretive_difficulty_of)--> data_points(mark.point) [+] | y_axis(furniture.axes) --complicates_reading_of--> data_points(mark.point) [+] | color_encoding(property.color) --aids_differentiation_of--> shape_encoding(property.encoding) [-] | legend(furniture.legend) --required_to_decode--> shape_encoding(property.encoding) [+]
v488_n7410_20_f4.png,Point,The image on the left is harder to undertand as again no metrics is provided making it harder to make sense,no metrics; harder to understand,(+); (-),2,2,1,visualization --> whole.visualization [overall] | metrics --> content.number [axes],no_metrics_present @ metrics (content.number) [+] | difficult_to_interpret @ visualization (whole.visualization) [-],metrics(content.number) --absence_increases_difficulty_of--> visualization(whole.visualization) [+]
VASTJ.1683.4(3).png,Point,"I see the image on the left as being more in order, more capable of being understood, more likely able to establish something from it; I found them equally difficult.",equally difficult; more in order; more capable of being understood,(-); (-); (-),3,3,2,visualization --> whole.visualization [overall] | layout --> structure.layout [overall] | data_elements --> content.data [data_area],equally_difficult_to_parse @ visualization (whole.visualization) [-] | ordered_arrangement @ layout (structure.layout) [-] | understandable_content @ data_elements (content.data) [-],layout(structure.layout) --facilitates_comprehension_of--> data_elements(content.data) [-] | layout(structure.layout) --reduces_cognitive_load_of--> visualization(whole.visualization) [-]
v487_n7406_13_f2.png,Point,"To be honest they are both complex, The chosen image has more detail and more information to consume; 3 Dimensional elements; Lack of legend; Graph mixing numbers, colors, animal shapes, abstract shapes, dots, lines, numbers",more detail; more information; 3 Dimensional elements; abstract shapes; dots; lines; Lack of legend; colors; animal shapes,(+); (+); (+); (+); (-); (+); (+); (+); (+),7,9,4,3d_elements --> mark.element [data_area] | abstract_shapes --> mark.shape [data_area] | animal_shapes --> mark.shape [data_area] | dots --> mark.point [data_area] | lines --> mark.line [data_area] | legend --> furniture.legend [overall] | colors --> property.color [overall],three_dimensional_structure @ 3d_elements (mark.element) [+] | abstract_visual_forms @ abstract_shapes (mark.shape) [+] | animal_shaped_marks @ animal_shapes (mark.shape) [+] | simple_point_markers @ dots (mark.point) [-] | multiple_lines_present @ lines (mark.line) [+] | legend_absent @ legend (furniture.legend) [+] | multiple_colors_used @ colors (property.color) [+] | high_detail_content @ abstract_shapes (mark.shape) [+] | increased_cognitive_load @ 3d_elements (mark.element) [+],legend(furniture.legend) --absent_making_harder_to_interpret--> colors(property.color) [+] | animal_shapes(mark.shape) --adds_visual_complexity_alongside--> abstract_shapes(mark.shape) [+] | lines(mark.line) --increases_clutter_with--> dots(mark.point) [+] | 3d_elements(mark.element) --contributes_more_information_than--> dots(mark.point) [+]
VASTC.107.7.png,Point,"on the right, the x and y axes could represent geo coordinates (like in the left). i also thought each country in the map could be represented as a dot (of the capital or of the middle of the shape) without losing info so i assumed the country shapes weren't that much more complex than dots. in the end, i thought on the right there are more colors and there are more areas (circles) so it's a bit more complex. now that i think about it, on the right there is also no text which adds complexity since we have to guess a legend (it also makes it look more abstract).",more areas; circles; country shapes; dots; legend; no text; x and y axes; country; map; more colors,(+); (+); (-); (-); (+); (+); (+); (-); (-); (+),6,9,4,map --> whole.visualization [data_area] | country_shapes --> mark.shape [data_area] | circles --> mark.point [data_area] | dots --> mark.point [data_area] | legend --> furniture.legend [legend] | axes --> furniture.axes [axes],familiar_map_format @ map (whole.visualization) [-] | recognizable_country_shapes @ country_shapes (mark.shape) [-] | multiple_circles_present @ circles (mark.point) [+] | simple_dot_marks @ dots (mark.point) [-] | legend_adds_complexity @ legend (furniture.legend) [+] | x_and_y_axes_present @ axes (furniture.axes) [+] | more_distinct_areas @ map (whole.visualization) [+] | no_text_labels @ map (whole.visualization) [+] | more_colors_used @ country_shapes (mark.shape) [+],circles(mark.point) --overlaid_on--> country_shapes(mark.shape) [+] | legend(furniture.legend) --encodes_colors_of--> country_shapes(mark.shape) [+] | axes(furniture.axes) --adds_structure_to--> map(whole.visualization) [+] | dots(mark.point) --simpler_than--> circles(mark.point) [-]
InfoVisJ.459.15.png,Point,1 I don't even understand what its talking about in 5 sec 2 this is bland not a lot of colour,not a lot of color; don't understand what its talking about in 5 sec,(+); (+),3,2,2,chart --> whole.visualization [overall] | color_scheme --> property.color [data_area] | text_content --> text.label [overall],limited_color_variety @ color_scheme (property.color) [+] | not_immediately_interpretable @ text_content (text.label) [+],color_scheme(property.color) --contributes_to_difficulty_of--> text_content(text.label) [+] | text_content(text.label) --requires_extended_processing_in--> chart(whole.visualization) [+]
wsj124.png,Point,You can clearly see the data that is being expressed.,can clearly see the data,(-),1,1,0,chart --> whole.visualization [overall],data_clearly_visible @ chart (whole.visualization) [-],
InfoVisJ.1161.5.png,Point,The opposite one is just a collection of 3 different dots,collection of 3 dots,(-),1,1,0,dots --> mark.point [data_area],small_collection_three_dots @ dots (mark.point) [-],
v486_n7401_7_f1.png,Point,"The other image is a basic graph with two or three data points. In comparison to earth and all it's detail, politics, geography, it is lacking.",all it's detail; two or three data points; basic graph; earth; geography,(-); (-); (-); (-); (-),3,4,2,graph --> whole.visualization [overall] | data_points --> mark.point [data_area] | earth_geography --> structure.region [data_area],basic_simple_structure @ graph (whole.visualization) [-] | low_detail_overall @ graph (whole.visualization) [-] | very_few_data_points @ data_points (mark.point) [-] | geographic_domain_context @ earth_geography (structure.region) [-],data_points(mark.point) --minimally_populates--> graph(whole.visualization) [-] | earth_geography(structure.region) --provides_familiar_context_for--> graph(whole.visualization) [-]
np_21.png,Point,"there has a lot of pictures and words and also picture of world; More text More individual elements Harder to understand hierarchy at first glance More variety in shapes; Small text; Different sections; Image of Earth with lines; more context, has text and information to read and understand the visualisation better.",Small text; Image of Earth with lines; More individual elements; More text; More variety in shapes; Harder to understand hierarchy; a lot of pictures and words; words; picture of world; more context; text and information,(+); (+); (+); (+); (+); (+); (+); (-); (+); (-); (-),6,8,5,earth_image --> whole.visualization [data_area] | lines --> mark.line [data_area] | text_labels --> text.label [overall] | shapes --> mark.shape [data_area] | hierarchy_structure --> structure.hierarchy [overall] | legend --> furniture.legend [legend],small_text_size @ text_labels (text.label) [+] | high_text_quantity @ text_labels (text.label) [+] | provides_context @ text_labels (text.label) [-] | text_aids_interpretation @ text_labels (text.label) [-] | pictorial_world_element @ earth_image (whole.visualization) [+] | high_shape_variety @ shapes (mark.shape) [+] | hierarchy_hard_to_parse @ hierarchy_structure (structure.hierarchy) [+] | many_individual_elements @ legend (furniture.legend) [+],earth_image(whole.visualization) --overlaid_with--> lines(mark.line) [+] | text_labels(text.label) --accompanies--> earth_image(whole.visualization) [+] | lines(mark.line) --connects--> shapes(mark.shape) [+] | hierarchy_structure(structure.hierarchy) --increases_effort(raw:increases_cognitive_load_of)--> text_labels(text.label) [+] | text_labels(text.label) --provides_information_for--> hierarchy_structure(structure.hierarchy) [-]
InfoVisJ.349.10.png,Point,Too many shapes Too many colours Too many variables,Too many shapes; Too many variables; Too many colors,(+); (+); (+),3,3,3,shapes --> mark.shape [data_area] | variables --> content.data [data_area] | colors --> property.color [overall],excessive_shape_variety @ shapes (mark.shape) [+] | too_many_variables @ variables (content.data) [+] | excessive_color_count @ colors (property.color) [+],shapes(mark.shape) --increases_visual_clutter--> colors(property.color) [+] | variables(content.data) --raises_cognitive_load--> shapes(mark.shape) [+] | colors(property.color) --encodes_multiple--> variables(content.data) [+]
v490_n7419_13_f3.png,Point,The image on the right is easier to take in information and not as cluttered as the one on the left.,not as cluttered; easier to take in information,(-); (-),2,3,1,chart --> whole.visualization [overall] | data_area --> structure.region [data_area],low_visual_clutter @ chart (whole.visualization) [-] | easy_information_intake @ chart (whole.visualization) [-] | uncluttered_layout @ data_area (structure.region) [-],data_area(structure.region) --reduces_cognitive_load_of--> chart(whole.visualization) [-]
InfoVisJ.1032.5.png,Point,The layout of the grid and point position. More colours present. y-axis variable hard to make sense of,layout of the grid; point position; More colors; y-axis variable hard to make sense of,(+); (+); (+); (+),4,4,3,grid --> structure.grid [data_area] | data_points --> mark.point [data_area] | color_encoding --> property.color [data_area] | y_axis --> furniture.axes [axes],complex_grid_layout @ grid (structure.grid) [+] | varied_point_positions @ data_points (mark.point) [+] | multiple_colors_used @ color_encoding (property.color) [+] | variable_hard_to_interpret @ y_axis (furniture.axes) [+],data_points(mark.point) --distributed_across(raw:scattered_across)--> grid(structure.grid) [+] | color_encoding(property.color) --encodes_variation_in--> data_points(mark.point) [+] | y_axis(furniture.axes) --increases_effort(raw:increases_cognitive_load_for)--> data_points(mark.point) [+]
InfoVisJ.629.8.png,Point,"i thought on the right, there are 4 or 5 axes: x, y, color, circle , white circle around the shape.",circle; shape; 4 or 5 axes; x; y; color,(+); (+); (+); (-); (+); (+),6,6,3,circle --> mark.point [data_area] | shape --> mark.shape [data_area] | axes --> furniture.axes [axes] | x_axis --> furniture.axes [axes] | y_axis --> furniture.axes [axes] | color --> property.color [data_area],circular_mark_present @ circle (mark.point) [+] | complex_graphical_form @ shape (mark.shape) [+] | multiple_axes_four_or_five @ axes (furniture.axes) [+] | straightforward_x_axis @ x_axis (furniture.axes) [-] | additional_y_dimension @ y_axis (furniture.axes) [+] | color_encoding_used @ color (property.color) [+],circle(mark.point) --contributes_to--> shape(mark.shape) [+] | axes(furniture.axes) --increases_cognitive_load_via--> y_axis(furniture.axes) [+] | color(property.color) --encodes_data_in--> circle(mark.point) [+]
v488_n7412_8_f1.png,Point,"well on the right is a picture of the pacific ocean, its easily noticable and it has labels for islands. it is something i am familiar with.",labels; familiar with; picture of pacific ocean,(-); (-); (-),3,3,2,map --> whole.visualization [overall] | labels --> text.label [data_area] | pacific_ocean --> structure.region [data_area],aids_interpretation @ labels (text.label) [-] | familiar_geographic_region @ pacific_ocean (structure.region) [-] | recognizable_visual_schema @ map (whole.visualization) [-],labels(text.label) --reduces_ambiguity_of--> map(whole.visualization) [-] | pacific_ocean(structure.region) --provides_familiar_context_for--> map(whole.visualization) [-]
visMost460.png,Point,There are a lot more aspects to keep track of in the highlighted one. the other does that and more.,a lot more aspects,(+),1,1,0,visualization --> whole.visualization [overall],many_data_aspects_present @ visualization (whole.visualization) [+],
whoQ30_1.png,Point,-Lots of points -To much to look at,Lots of points,(+),1,1,0,data_points --> mark.point [data_area],high_point_count @ data_points (mark.point) [+],
v490_n7419_7_f3.png,Point,"4 axes in one graph is too much no legends, two graphs",two graph; 4 axes; no legends,(+); (+); (+),4,4,4,graph_panel_left --> whole.visualization [data_area] | graph_panel_right --> whole.visualization [data_area] | axes --> furniture.axes [axes] | legend --> furniture.legend [legend],one_of_two_panels @ graph_panel_left (whole.visualization) [+] | one_of_two_panels @ graph_panel_right (whole.visualization) [+] | four_axes_present @ axes (furniture.axes) [+] | no_legend_provided @ legend (furniture.legend) [+],graph_panel_left(whole.visualization) --paired_with--> graph_panel_right(whole.visualization) [+] | axes(furniture.axes) --spans_across--> graph_panel_left(whole.visualization) [+] | axes(furniture.axes) --spans_across--> graph_panel_right(whole.visualization) [+] | legend(furniture.legend) --absent_from--> graph_panel_left(whole.visualization) [+]
VisC.501.7(2).png,Point,"a lot of different colours, details, no clear sceme",a lot of different colors; details; no clear scheme,(+); (+); (+),3,3,2,chart --> whole.visualization [overall] | color_scheme --> property.color [data_area] | details --> content.detail [data_area],many_different_colors @ color_scheme (property.color) [+] | no_clear_color_scheme @ color_scheme (property.color) [+] | high_detail_density @ details (content.detail) [+],color_scheme(property.color) --increases_clutter_in--> chart(whole.visualization) [+] | details(content.detail) --raises_cognitive_load_of--> chart(whole.visualization) [+]
v485_n7396_14_f4.png,Point,"-The image on the left is more involved in terms of what would be required to interpret it. -There's a lot more happening, visually, in terms of the level of fine detail, in the image on the left. -The preciseness of the various aspects of the image on the left is more intricate than the one on the right.",fine detail; preciseness of various aspects; a lot more involved; more intricate,(+); (+); (+); (+),4,5,3,chart --> whole.visualization [overall] | data_elements --> content.data [data_area] | visual_marks --> mark.element [data_area] | annotations --> text.annotation [annotation],fine_detail_present @ data_elements (content.data) [+] | intricate_visual_structure @ visual_marks (mark.element) [+] | highly_involved_composition @ chart (whole.visualization) [+] | precise_aspect_labeling @ annotations (text.annotation) [+] | multiple_precise_components @ data_elements (content.data) [+],data_elements(content.data) --contributes_to_intricacy_of--> chart(whole.visualization) [+] | visual_marks(mark.element) --requires_careful_interpretation_in--> chart(whole.visualization) [+] | annotations(text.annotation) --adds_precision_detail_to--> chart(whole.visualization) [+]
InfoVisJ.1161.6.png,Point,The one with 2 dimensions.,2 dimensions,(-),1,1,0,visualization --> whole.visualization [overall],two_dimensional_structure @ visualization (whole.visualization) [-],
SciVisJ.1580.11(2).png,Point,"The left image was easy to decipher, showing a zoom in on a certain area with a simple bar to indicate the measurement. It is a clear image that would help at a glance if you knew the context.","The left image was easy to decipher, showing a zoom in on a certain area with a simple bar to indicate the measurement.; It is a clear image that would help at a glance if you knew the context.",?; ?,4,5,3,left_image --> structure.panel [data_area] | zoom_area --> mark.area [data_area] | measurement_bar --> mark.bar [annotation] | overall_image --> whole.visualization [overall],easy_to_decipher @ left_image (structure.panel) [-] | zoomed_in_region @ zoom_area (mark.area) [-] | simple_measurement_indicator @ measurement_bar (mark.bar) [-] | clear_at_a_glance @ overall_image (whole.visualization) [-] | requires_prior_context @ overall_image (whole.visualization) [+],left_image(structure.panel) --contains--> zoom_area(mark.area) [-] | zoom_area(mark.area) --annotated_by--> measurement_bar(mark.bar) [-] | overall_image(whole.visualization) --interpretable_only_with--> overall_image(whole.visualization) [+]
economist_daily_chart_208.png,Point,"The image I chose had more colors, shapes, text, and data (numbers, etc.).",shapes; numbers; text; more colors,(+); (+); (+); (+),4,4,3,chart_shapes --> whole.visualization [data_area] | numbers --> content.number [axes] | text_labels --> text.label [overall] | color_encoding --> property.color [data_area],multiple_shape_types @ chart_shapes (whole.visualization) [+] | numerous_numeric_values @ numbers (content.number) [+] | high_text_density @ text_labels (text.label) [+] | multiple_colors_used @ color_encoding (property.color) [+],chart_shapes(whole.visualization) --increases_visual_load_with--> color_encoding(property.color) [+] | text_labels(text.label) --accompanies--> numbers(content.number) [+] | color_encoding(property.color) --differentiates--> chart_shapes(whole.visualization) [+]
InfoVisJ.1229.6.png,Point,Less visually familiar,Less visually familiar,(+),1,1,0,visualization --> whole.visualization [overall],unfamiliar_visual_form @ visualization (whole.visualization) [+],
v485_n7397_5_f1.png,Point,"Items in the graphic are not as clear and smaller, nor do they show some kind of pattern, contrary to the other graphic.",smaller; not as clear; no pattern,(+); (+); (+),3,3,2,chart --> whole.visualization [overall] | data_elements --> content.data [data_area] | pattern --> structure.pattern [data_area],small_visual_size @ chart (whole.visualization) [+] | unclear_encoding @ data_elements (content.data) [+] | no_discernible_pattern @ pattern (structure.pattern) [+],chart(whole.visualization) --lacks_clear--> pattern(structure.pattern) [+] | data_elements(content.data) --rendered_with_reduced--> chart(whole.visualization) [+]
VASTJ.1683.4(2).png,Point,There is no titles that point what exactly we are looking at.,no titles,(+),1,1,0,chart --> whole.visualization [overall],missing_title @ chart (whole.visualization) [+],
SciVisJ.561.7.png,Point,"Unfamiliar design Cluttered ""zoom""",Cluttered; Unfamiliar design,(+); (+),2,2,1,chart --> whole.visualization [overall] | layout --> structure.layout [data_area],visually_cluttered @ chart (whole.visualization) [+] | unfamiliar_design @ layout (structure.layout) [+],layout(structure.layout) --increases_effort(raw:increases_cognitive_load_of)--> chart(whole.visualization) [+]
v485_n7400_14_f2.png,Point,-too many elements and shapes in one visual -small text font,too many elements; too many shapes; small text,(+); (+); (+),3,3,2,chart --> whole.visualization [overall] | shapes --> mark.shape [data_area] | text_labels --> text.label [overall],too_many_elements @ chart (whole.visualization) [+] | too_many_shapes @ shapes (mark.shape) [+] | small_text_size @ text_labels (text.label) [+],shapes(mark.shape) --contributes_to_clutter_in--> chart(whole.visualization) [+] | text_labels(text.label) --increases_cognitive_load_in--> chart(whole.visualization) [+]
