imageName,imageURL,VisType,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,UniqueSubTopics,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,oar_B_synset_objects
VASTC.43.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.43.2.png,Glyph; Cont.-ColorPatn,0.75,,It seems to have more elements that provide information. Those elements seem to be less ordered so it transmits a sensation os caos.,Data Density / Image Clutter; Visual Encoding Clarity,,more elements; elements less ordered,more charts/points/lines/shapes/elements; less organized elements,(+); (+),"Element Quantity; Position, Scale & Organization",element; order,element (domain_object); order (quantity_reference),order (structure),,,visualization (whole); layout (structure)
v488_n7409_19_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v488_n7409_19_f1.png,Grid,0.75,,"It was very hard to understand what is going on. The first one has lots of different colors. It was difficult to understand what is happening because of the small font used in the letters.; The image I chose as more more complex had more colours in comparison to the other image and more variables.; Many more factors to consider; Way more colors and points of the graph; Bigger graph; A lot more parameters. Color to take into account to understand the graph.; I didn't understand the image as much as I did the other one. It was visually complex in the sense that it wasn't intuitive to the average person to interpret. The key in the image I selected is quite expansive and contains a lot of terms I do not know. There are many more different visual components at work in the image I selected: colors, shapes, tables, texts, as well as implied data points/patterns.; there is more detail on the right. there are lots more isolated squares, and just appear more random. There are more unique colours.; there is more colors and more points and axis of parameters.; the first one look more important because there is a lot of stuff writting; - Colors are more appealing; More words more squares than dots multiple axes; A lot of colors are used. All of the colors and squares are scattered all over. Really small writing and labels. Ineligible for the size of the chart.; A lot of colors are used. All of the colors and squares are scattered all over. Lots of small writing and labels. Ineligible for the size of the chart.","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,more squares than dots; More words; multiple axes; more points; axis of parameters; more colors; a lot of stuff writting; more factors to consider; lots of colors; small font; difficult to understand; Colors more appealing; squares scattered all over.; Ineligible; labels; small writing; A lot of colors; more detail; isolated squares; more unique colors; more variables; squares scattered all over; ineligible; small writing and labels; A lot more parameters; Color to take into account; a lot of terms; many more different visual components; shapes; key in the image; texts; colors; didn't understand; wasn't intuitive,"more charts/points/lines/shapes/elements; more parameters/variables; much/more data/info/info spread; multiple features/elements/graphs; more squares than shapes; scattered shapes (e.g., dots, squares, pictures); shapes; amount of words/context/numbers; more texts/words; more title/axis/label; title/axis/label/descriptions; too much legend; unclear relation between words; unreadable; word rotation/small font size; word/text/sentence; clear color uses; color details; color dimension; color variety/arrangement/distribution; unclear colormaps; convoluted composition; visual clarity/appealing; attention/squinting to understand; easy to interpret/read/understand; hard to interpret/read/understand; not interpretable/readable/understandable; not intuitive/simple data; read/analyze many figures/items; take longer to interpret",(+); (+); (+); (+); (+); (+) (-); (+); (+); (+); (+); (+); (-); (+); (+); (+) (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+) (-); (+); (+); (+) (-); (+); (+),Element Quantity; Information Volume; Graphical Forms & Primitives; Text Volume & Content; Annotations & Labels; Semantic Clarity; Interpretive Difficulty; Typography & Readability; Color Palette & Contrast; Visual Clutter & Overlap; Visual Disorganization; Processing Time & Effort,square; dot; word; multiple; axis; point; parameter; color; lot; stuff; writting; factor; consider; small; font; difficult; understand; appealing; scatter; ineligible; label; writing; detail; isolate; unique; variable; account; term; different; visual; component; shape; key; image; text; intuitive,more detail (quantity_reference); the image (quantity_reference); a lot (quantity_reference); square (mark); dot (mark); word (annotation); axis (chart_component); point (mark); parameter (data_element); parameter (quantity_reference); color (perceptual_element); lot (quantity_reference); stuff (quantity_reference); font (annotation); label (chart_component); writing (annotation); writing (quantity_reference); detail (cognitive_element); variable (data_element); term (annotation); term (quantity_reference); shape (mark); shape (perceptual_element); key (chart_component); key (quantity_reference); image (chart_type); text (annotation),a lot (quantity_descriptor); multiple (structure); lot (quantity_descriptor); small (size_density); difficult (readability); unique (familiarity); different (structure); visual (aesthetics); key (information_quality); intuitive (familiarity),understand (cognitive); scatter (spatial); label (semantic); shape (evaluative),"writting (rare, 1 image); factor (unclustered); consider (unclustered); appealing (unclustered); ineligible (unclustered); isolate (rare, 1 image); account (unclustered); component (unclustered)",shape (mark); point (mark); axes (furniture); label (text); legend (furniture); color (property)
visMost38.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost38.png,Node-link,0.75,,seemed very complex with overlapping lines - showing lots of information,Data Density / Image Clutter,,lots of information; overlapping lines,much/more data/info/info spread; overlapping shapes/colors/lines,(+); (+),Information Volume; Visual Clutter & Overlap,lot; information; overlap; line,lot (quantity_reference); information (cognitive_element); line (mark),lot (quantity_descriptor),overlap (spatial),,visualization (whole); line (mark)
v485_n7397_5_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v485_n7397_5_f1.png,Point,0.75,,"Items in the graphic are not as clear and smaller, nor do they show some kind of pattern, contrary to the other graphic.",Semantics / Text Legibility; Schema; Aesthetics Uncertainty,,smaller; not as clear; no pattern,small; unfamiliar concepts/patterns; distracting/confusing/unclear,(+); (+); (+),Typography & Readability; Domain Familiarity; Visual Disorganization,small; clear; pattern,pattern (layout_component); pattern (quantity_reference),small (size_density); clear (readability),,,visualization (whole); data (content); pattern (structure)
InfoVisJ.2546.10.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2546.10.png,Text,0.75,,,Semantics / Text Legibility; Immediacy / Cognitive Load,,How easily I could understand the information presented.; How quickly I realised what the information was showing.; How much I had to read.,amount of words/context/numbers; easier to interpret/read/understand; easy to interpret/read/understand; more reading/interpretation/understanding,(-); (-); (+),Text Volume & Content; Interpretive Difficulty; Processing Time & Effort,easily; understand; information; present; quickly; realise; show; read,the information (quantity_reference); information (cognitive_element),easily (readability); quickly (readability); quickly (temporal),understand (cognitive); present (semantic); show (semantic); read (cognitive),realise (unclustered),visualization (whole); label (text); region (structure)
VisC.27.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.27.5.png,Glyph,0.76,,theres a lot going on on the left and i do not know what. there is no title etc,Data Density / Image Clutter; Semantics / Text Legibility; Immediacy / Cognitive Load,,a lot going on; no title; do not know what,more detailed/things; lack of/not enough axis labels/legend/annotations/context; unclear meaning/confusing,(+) (-); (+); (+),Information Volume; Annotations & Labels; Semantic Clarity,lot; title; know,a lot (quantity_reference); lot (quantity_reference); title (chart_component),a lot (quantity_descriptor); lot (quantity_descriptor),know (cognitive),,visualization (whole); title (text); element (mark)
VisJ.1329.5(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1329.5(3).png,Glyph,0.76,,I cannot understand the pattern. It's not defined which shape or color means,"Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details",,undefined shape; cannot understand the pattern; undefined color,unclear shape; unfamiliar concepts/patterns; unclear color meaning,(+); (+); (+),Graphical Forms & Primitives; Domain Familiarity; Color Palette & Contrast,undefined; shape; understand; pattern; color,shape (mark); shape (perceptual_element); pattern (layout_component); pattern (quantity_reference); color (perceptual_element),,shape (evaluative); understand (cognitive),undefined (unclustered),visualization (whole); shape (mark); color (property); pattern (structure)
VisJ.1197.5(3).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1197.5(3).png,Glyph,0.76,,"There are a lot of layers of shapes/details. This complexity of texture is stimulating. Quantity of items in the image.; so many cube -> difficult to visualize; the image on the right I see no context whatsoever.; The one on the right has 3 dimensions, so it looks like it's showing more data and more complexity.","Data Density / Image Clutter; Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,so many cube; difficult to visualize; Quantity of items; layers of shapes/details; shapes; texture is stimulating; no context,fine/layered details; more charts/points/lines/shapes/elements; shapes; no context or reference; visually stimulating  texture/colors; hard to see/tell/visualize,(+); (+); (+); (+); (+) (-); (+); (+) (-),Information Volume; Element Quantity; Graphical Forms & Primitives; Domain Familiarity; Symbols & Texture; Interpretive Difficulty,cube; difficult; visualize; quantity; item; layer; shape; detail; texture; stimulate; context,no context (quantity_reference); quantity (data_element); quantity (quantity_reference); item (domain_object); item (quantity_reference); shape (mark); shape (perceptual_element); detail (cognitive_element); context (cognitive_element); context (quantity_reference),no context (information_quality); difficult (readability),visualize (perceptual); shape (evaluative),"cube (rare, 1 image); layer (unclustered); texture (unclustered); stimulate (rare, 2 images)",shape (mark); layout (structure); texture (property); domain (content)
InfoVisJ.1149.8(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1149.8(2).png,Grid,0.76,,"This image have more items in it. The image is too tiny, I can't describe what I can't see.; Immense amount of detail. Vast use of colorization. Virtually impossible to decipher to layman. Tiny layout of individual images.","Data Density / Image Clutter; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,image is too tiny; more items; I can't describe what I can't see; Immense amount of detail; tiny layout of images; Vast use of colorization; Virtually impossible to decipher to layman,dense/cluttered layout; more charts/points/lines/shapes/elements; more detailed/things; amount of / too many colors; hard to describe; hard to interpret/read/understand/differentiate,(+); (+); (+); (+); (+); (+); (+),Visual Clutter & Overlap; Element Quantity; Information Volume; Color Palette & Contrast; Interpretive Difficulty,image; tiny; item; describe; immense; detail; layout; vast; use; colorization; virtually; impossible; decipher; layman,image (chart_type); item (domain_object); item (quantity_reference); detail (cognitive_element); layout (layout_component); layout (quantity_reference); use (quantity_reference),tiny (size_density),describe (semantic),"immense (rare, 1 image); vast (unclustered); colorization (unclustered); virtually (rare, 1 image); impossible (unclustered); decipher (unclustered); layman (unclustered)",visualization (whole); data (content); color (property); label (text); layout (structure)
InfoVisC.27.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.27.6.png,Node-link,0.76,,contains more information mix several colors the layout of the image,"Schema; Color, Symbol, and Texture Details",,mix several colors; layout of the image,image layout; color variety/arrangement/distribution,(+); (+),Dimensionality & Structure; Color Palette & Contrast,mix; color; layout; image,the image (quantity_reference); color (perceptual_element); layout (layout_component); layout (quantity_reference); image (chart_type),,mix (structural),,visualization (whole); color (property); layout (structure)
InfoVisJ.2699.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2699.12.png,Node-link,0.76,,"less white space; red colours amongst lots of black overlapping lines; straight lines, dots, colour and shapes used","Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",,less white space; lots of overlapping lines; dots; shapes; straight lines; red colors,less empty space; overlapping shapes/colors/lines; shapes; shapes and lines; straight lines; unclear colormaps,(+); (+); (+) (-); (+) (-); (+) (-); (+),Visual Clutter & Overlap; Graphical Forms & Primitives; Color Palette & Contrast,white; space; lot; overlap; line; dot; shape; straight; red; color,space (layout_component); lot (quantity_reference); line (mark); dot (mark); shape (mark); shape (perceptual_element); color (perceptual_element),white (color); lot (quantity_descriptor); straight (structure); red (color),overlap (spatial); shape (evaluative),,background (structure); line (mark); point (mark); shape (mark); color (property)
InfoVisC.219.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.219.8.png,Node-link,0.76,,#NAME?,"Data Density / Image Clutter; Visual Encoding Clarity; Color, Symbol, and Texture Details",,number of details; element size; shapes and contrasts,more detailed/things; element sizes; shapes and contrasts,(+) (-); (+) (-); (+) (-),Information Volume; Graphical Forms & Primitives; Color Palette & Contrast,number; detail; element; size; shape; contrast,number (quantity_reference); detail (cognitive_element); element (domain_object); size (perceptual_element); shape (mark); shape (perceptual_element); contrast (perceptual_element),,shape (evaluative); contrast (structural),,visualization (whole); data (content); shape (mark)
VisC.375.2.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.375.2.png,Point,0.76,,"1. The image has many points plotted, indicating a rich and dense data set. 2. It shows a wide range of information with different colors and shapes representing various data subsets. 3. The y-axis is non-linear, which makes it more complex to interpret. 4. The legend adds another layer of complexity to the understanding of the graph.","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,dense data set; many points; shapes representing data subsets; legend adds complexity; y-axis is non-linear; different colors; more complex to interpret,dense/cluttered data/info; more charts/points/lines/shapes/elements; shape subset representation; nonlinear measurement/metric/axis; too much legend; color variety/arrangement/distribution; more difficult to interpret/read/understand/differentiate,(+); (+); (+); (+); (+); (+) (-); (+),Visual Clutter & Overlap; Element Quantity; Graphical Forms & Primitives; Domain Familiarity; Annotations & Labels; Color Palette & Contrast; Interpretive Difficulty,dense; datum; set; point; shape; represent; data; subset; legend; add; complexity; axis; non; linear; different; color; complex; interpret,datum (data_element); set (domain_object); set (quantity_reference); point (mark); shape (mark); shape (perceptual_element); data (data_element); legend (chart_component); complexity (quantity_reference); axis (chart_component); color (perceptual_element),dense (size_density); linear (structure); different (structure); complex (complexity),shape (evaluative); represent (semantic); legend (evaluative); interpret (cognitive),"subset (rare, 1 image); add (unclustered); non (rare, 2 images)",point (mark); legend (furniture); axes (furniture); color (property); encoding (property)
InfoVisJ.1229.6.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.1229.6.png,Point,0.76,,Less visually familiar,Schema,,Less visually familiar,unfamiliar concepts/patterns,(+),Domain Familiarity,visually; familiar,,familiar (familiarity),,"visually (in vocab, excluded)",visualization (whole)
visMost573.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost573.png,Area,0.77,,"The circles on the right side might also be a lot, but I can clearly link it to the image legend.; To many colours. Text is to small. Its not straight to the point; To many colours Text is to small Its not straight to the point; The initial understanding of what's shown to me made me think the orange image was more complex, as it was harder to decipher. The colour superposition also means more complexity. Finally, the amount of information as well as its disposition.; I assessed the images on how complicated they looked at first glance and whether I could glean any information from them instantly. If one image hurt my eyes or looked confusing I judged that to be more complex.cluttered as the one on the left.; density of information, number of colors, number of items on the legend, overlap of circle areas; It is more complex as I find it more difficult in terms of image layout; The orange image is much less clear, much more packed with information in a visually intricate way. The use of color is much more layered in the orange image than in the other one.; multiple features overlapping features several more colours large key; multiple features; overlapping features; several more colours; large key; Intense colors, multiple figures, smaller icons, hard to understand; number of items on the legend, overlap of different colors; Lots of colours, Different size of circles, Overlapping, The explanation text and the legend on the left side of the page; More overlapping colors; More colors; Background color; More text; Lots of colours; Different size of circles; Overlapping; The explanation text and the legend on the left side of the page; Too many circles in the orange highlighted one. Everything (circles and colours) are mixed together making it difficult to discern information. Use of ambiguous colours on the left.; Too many circles in the orange highlighted one Everything (circles and colours) are mixed together making it difficult to discern information Use of ambiguous colours; The image looks as if it might be easier to decipher.; complexity vague in general difficult to read; complex data sets , appealing colours , easier to visualize; I have the feeling I don't need to do this in the right image.; The visualization on the right looks more like an abstract painting.; However, the second image, even with info, it's quite difficult for me. By the way, another thing I realized was that, sometimes the image is apparently not complex, but it is to me. For example, with these images about black holes or similar to black holes.; At first, I thought that the image on the right was more difficult. But, after looking at it for a long time, I stared to understand what it meant.; 1. Visuals that tell the story 2. Labels are clear 3. Key is easy to understand 4. Description easy to read; The small text in the upper left kept distracting me every time I saw this image. The text is too small to read and because of that I felt this was less accessible and comprehensible. It became more familiar every time I saw it; however, I did feel that it was overly complex.; The image uses circles of various sizes and colors to represent sounds throughout Jerusalem. It conveys information in a complex way using these circles and text labels, though the visual elements themselves are relatively simple.; first reason is how quick i can understand the image, and because i saw the second multiple times, i guess it played a huge role on that; Sur l'image la plus simple il y a une lÃ©gende et des couleurs aidant Ã  la comprÃ©hension.","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,circles; clearly link to legend; image legend; multiple figures; Intense colors; smaller icons; hard to understand; stared to understand; overlapping colors; More text; Background color; More overlapping colors; Overlapping circles; size of circles; explanation text; legend; Lots of colors; Description easy to read; Key is easy to understand; Labels are clear; overlap of different colors; number of items on the legend; different colors; many colors; Text is small; not straight to the point; Too many circles; circles and colors mixed together; Use of ambiguous colors; difficult to discern; multiple features; overlapping features; large key; several more colors; To many colors; Text is to small; easier to visualize; cluttered; looked confusing; complicated at first glance; glean information instantly; more colors; ambiguous colors; image layout; more difficult; saw it multiple times; images about black holes; quite difficult for me; density of information; overlap of circle areas; number of colors; text is too small; less accessible and comprehensible; amount of information; disposition; color superposition; harder to decipher; difficult to read; abstract painting; circles of various sizes; visual elements relatively simple; text labels; colors to represent sounds; Jerusalem; more packed with information; color more layered; much less clear; Overlapping; Different size of circles; easier to decipher,"dense/cluttered data/info; dense/cluttered layout; disposition; many/more data/info; more charts/points/lines/shapes/elements; much/more data/info/info spread; multiple features/elements/graphs; overlapping shapes/colors/lines; shape-color mix; clear connection; shape size; shape size variation; shapes and lines; simple visual elements; -; clear title/axis/label; description easy to read; explanation text; legend easy to understand; more texts/words; number of legend items; title/axis/label/descriptions; too much legend; word rotation/small font size; abstract shapes or colors; domain-specific concepts (e.g., chemical, biology, map); familiar representation; no context or reference; ambiguous/confusing colors; color represents sounds; color superposition/layer; color variety/arrangement/distribution; distinguishable color variety/arrangement/distribution; indicating symbols; intense/too many colors; more colors; soft/layered/overlapping colors; too many colors; white/black background / other background; distracting/confusing/unclear; complicated to process; easier to interpret/read/understand; easier to process/visualize; easy to interpret/read/understand; hard to compare/discern/distinguish; hard to interpret/read/understand; hard to interpret/read/understand/differentiate; more difficult; more difficult to interpret/read/understand/differentiate; not intuitive/simple data",(+) (-); (-); (-); (+); (+); (+); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+) (-); (+); (+) (-); (+) (-); (+) (-); (+); (+) (-); (+) (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+) (-); (+); (+); (+); (+); (+) (-); (+); (+); (+); (-); (+); (+); (+) (-); (+); (+) (-); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (+); (-),Visual Clutter & Overlap; Dimensionality & Structure; Element Quantity; Information Volume; Graphical Forms & Primitives; Visual Disorganization; Annotations & Labels; Interpretive Difficulty; Typography & Readability; Text Volume & Content; Abstraction Level; Domain Familiarity; Color Palette & Contrast; Symbols & Texture,circle; clearly; link; legend; image; multiple; figure; intense; color; small; icon; hard; understand; star; overlap; text; background; overlapping; size; explanation; lot; description; easy; read; key; label; clear; different; number; item; straight; point; mix; use; ambiguous; difficult; discern; feature; large; visualize; cluttered; look; confusing; complicated; glance; glean; information; instantly; layout; see; time; black; hole; density; area; accessible; comprehensible; disposition; superposition; decipher; abstract; painting; visual; element; relatively; simple; represent; sound; jerusalem; packed; layer,different size (quantity_reference); first glance (quantity_reference); the legend (quantity_reference); more text (quantity_reference); the point (quantity_reference); circle (mark); legend (chart_component); image (chart_type); color (perceptual_element); text (annotation); size (perceptual_element); explanation (annotation); lot (quantity_reference); description (annotation); description (quantity_reference); key (chart_component); key (quantity_reference); label (chart_component); number (quantity_reference); item (domain_object); item (quantity_reference); point (mark); use (quantity_reference); feature (domain_object); information (cognitive_element); layout (layout_component); layout (quantity_reference); density (data_element); density (quantity_reference); area (layout_component); element (domain_object),different size (size_density); too many (quantity_descriptor); clearly (readability); multiple (structure); small (size_density); hard (readability); overlapping (structure); lot (quantity_descriptor); easy (readability); key (information_quality); clear (readability); different (structure); straight (structure); ambiguous (readability); ambiguous (information_quality); difficult (readability); large (size_density); cluttered (complexity); cluttered (aesthetics); confusing (readability); complicated (complexity); time (temporal); black (color); abstract (complexity); abstract (familiarity); visual (aesthetics); simple (complexity),legend (evaluative); understand (cognitive); overlap (spatial); read (cognitive); label (semantic); mix (structural); discern (perceptual); visualize (perceptual); see (perceptual); represent (semantic),"link (unclustered); figure (unclustered); intense (rare, 1 image); icon (unclustered); star (rare, 1 image); background (unclustered); look (filtered, 16 images); glance (in vocab, excluded); glean (unclustered); instantly (unclustered); hole (rare, 1 image); accessible (rare, 1 image); comprehensible (rare, 1 image); disposition (unclustered); superposition (rare, 1 image); decipher (unclustered); painting (unclustered); relatively (rare, 1 image); sound (unclustered); jerusalem (unclustered); packed (rare, 1 image); layer (unclustered)",point (mark); legend (furniture); label (text); color (property); background (structure)
InfoVisJ.459.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.459.8.png,Bar,0.77,,"even though I didn't understand the purpose, it looks clearer",Visual Encoding Clarity; Immediacy / Cognitive Load,,clearer; evne though didn't understand the purpose,clear colors/shapes; unclear meaning/confusing,(-); (-),Encoding Interpretability; Semantic Clarity,clear; evne; understand; purpose,purpose (cognitive_element),clear (readability); purpose (cognitive),understand (cognitive),"evne (rare, 1 image)",visualization (whole); label (text)
VisJ.1541.1(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1541.1(2).png,Cont.-ColorPatn,0.77,,"There seems to be far more noise in the image, I had to take a lot longer to try and process and think about what the image portrayed. 1. Noise 2. Understanding of what the image is; The image in the left has some contect with color hues","Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,far more noise; what the image portrayed; longer to process; color hues; context,messy/mixed up/noisy/intermingled elements; image portrayal; context; color hues; take longer to interpret,(+); (+); (+); (-); (-),Visual Clutter & Overlap; Dimensionality & Structure; Domain Familiarity; Color Palette & Contrast; Processing Time & Effort,far; noise; image; portray; long; process; color; hue; context,the image (quantity_reference); noise (quantity_reference); image (chart_type); process (quantity_reference); color (perceptual_element); context (cognitive_element); context (quantity_reference),long (temporal),,"far (unclustered); portray (rare, 1 image); hue (rare, 1 image)",visualization (whole); data (content); color (property); domain (content)
SciVisJ.980.12(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.980.12(2).png,Glyph,0.77,,"The most important is to understand the topic, what I am looking at. Then the quality of the picture has to be reasonably good, with distinct colours and clear text.","Semantics / Text Legibility; Color, Symbol, and Texture Details",,clear text; distinct colors,clear title/axis/label; color variety/arrangement/distribution,(+) (-); (+) (-),Annotations & Labels; Color Palette & Contrast,clear; text; distinct; color,text (annotation); color (perceptual_element),clear (readability); distinct (structure),,,label (text); color (property)
SciVisJ.822.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.822.12.png,Grid,0.77,,blue coloured other picture,"Color, Symbol, and Texture Details",,blue colored,blue color,(-),Color Palette & Contrast,blue; color,color (perceptual_element),,,blue (unclustered),visualization (whole)
InfoVisJ.2102.16.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2102.16.png,Grid,0.77,,There is too much data.It is not clear what the filled bars mean.; -Uneven shape -Higher contrast -Less organic shapes -Text and imagery,"Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,too much data; unclear filled bars; Less organic shapes; Uneven shape; Text and imagery; Higher contrast,too much data/info; less organic shapes; unclear filled bars; uneven shape; text and imagery; distinguishable/full/highly contrast color uses,(+); (+); (+); (+); (+); (+),Information Volume; Graphical Forms & Primitives; Semantic Clarity; Text Volume & Content; Color Palette & Contrast,datum; unclear; fill; bar; organic; shape; uneven; text; imagery; high; contrast,datum (data_element); bar (mark); shape (mark); shape (perceptual_element); text (annotation); contrast (perceptual_element),too much (quantity_descriptor); unclear (readability); unclear (information_quality),shape (evaluative); contrast (structural),"fill (rare, 1 image); organic (rare, 1 image); uneven (rare, 1 image); imagery (unclustered); high (in vocab, excluded)",bar (mark); data (content); shape (mark); label (text); visualization (whole); color (property)
SciVisC.25.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisC.25.4.png,Grid,0.77,,More nuances; More details that don't seem to be easily decipherable,Data Density / Image Clutter; Immediacy / Cognitive Load,,More details; More nuances; not easily decipherable,more detailed/things; more nuance information; hard to interpret/read/understand/differentiate,(+); (+); (+),Information Volume; Interpretive Difficulty,detail; nuance; easily; decipherable,detail (cognitive_element),easily (readability),,"nuance (unclustered); decipherable (rare, 1 image)",visualization (whole); data (content); detail (content)
InfoVisJ.2466.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2466.7.png,Node-link,0.77,,The chosen image is more complex because overall it looks messy. The letters and tittles are so small you can not read them. Too many titles and small arrows.,Immediacy / Cognitive Load,,can not read them,hard to interpret/read/understand/differentiate,(+),Interpretive Difficulty,read,,,read (cognitive),,label (text)
InfoVisC.157.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.157.1.png,Point,0.77,,"too many subplots, small fonts, lack of describing information of the elements; the image on the right I find that I will unlikely be able to interpret; It wasn't clear as to what is going on in the chart.",Data Density / Image Clutter; Semantics / Text Legibility; Immediacy / Cognitive Load,,too many subplots; lack of describing information; small fonts; wasn't clear what is going on; unlikely be able to interpret,too many subplots; lack of legend; word rotation/small font size; hard to interpret/read/understand,(+); (+); (+); (+); (+),Element Quantity; Annotations & Labels; Typography & Readability; Interpretive Difficulty,subplot; lack; describe; information; small; font; clear; unlikely; able; interpret,information (cognitive_element); font (annotation),too many (quantity_descriptor); small (size_density); clear (readability),lack (evaluative); describe (semantic); interpret (cognitive),"subplot (rare, 1 image); unlikely (rare, 1 image); able (unclustered)",panel (structure); font_style (property); label (text); visualization (whole)
VASTJ.2012.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.2012.4.png,Text,0.77,,"Word amount Lines Extra detail on the edge; Various geometrical shapes integrated into one graph (circles, longitudinal graph, dates...). Too many colors raise visual complexity — the more complex picture features many colors. The more complex picture uses different fonts in one ""slide"", which is confusing. Magnification effects are used here, forcing a ""mental leap"" and making it hard to intuitively ascertain the quantitative relation between normal and magnified levels.","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,Lines; Word amount; Extra detail on the edge; Magnification effects; Various geometrical shapes; circles; quantitative relation; dates; different fonts; Too many colors; confusing; longitudinal graph; hard to intuitively ascertain,more detailed/things; design-data relationship; lines; scale difference; shape variety; shapes and lines; dates; different font/word sizes/structure; more texts/words; a specific technique; amount of / too many colors; distracting/confusing/unclear; hard to interpret/read/understand,(+); (+); (+); (+); (+); (+) (-); (+); (+); (+); (+); (+); (+); (+),"Information Volume; Encoding Interpretability; Graphical Forms & Primitives; Position, Scale & Organization; Annotations & Labels; Typography & Readability; Text Volume & Content; Domain Familiarity; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty",line; word; extra; detail; edge; magnification; effect; geometrical; shape; circle; quantitative; relation; date; different; font; color; confuse; longitudinal; graph; hard; intuitively; ascertain,line (mark); word (annotation); detail (cognitive_element); shape (mark); shape (perceptual_element); circle (mark); font (annotation); color (perceptual_element); graph (chart_type),too many (quantity_descriptor); extra (complexity); extra (information_quality); different (structure); hard (readability),shape (evaluative); confuse (cognitive); ascertain (perceptual),"edge (rare, 1 image); magnification (rare, 1 image); effect (rare, 1 image); geometrical (rare, 1 image); quantitative (rare, 1 image); relation (unclustered); date (rare, 1 image); longitudinal (rare, 1 image); intuitively (rare, 1 image)",line (mark); label (text); link (structure); panel (structure); shape (mark); point (mark); color (property); axes (furniture)
