image,sceneGraph,imageName,imageURL,VisType,mentioningColor,context,NormalizedVC,ConfusingSource,rawUserComments,UniqueTopics,CuratedUniqueTopics,CuratePhrasesMore/LessComplex,humanCuratedPhrases,originalSentiments,allStems,visual_objects,visual_attributes,visual_predicates,unmatched_stems,originalStems,objectWords,actionWords,originalStemPOS,oar_B_synset_objects,UniqueSubTopics,UniqueSubTopicsCount,UniqueTopicsCount,oar_B_synset_attributes,oar_B_synset_relationships
,,VisJ.1329.1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1329.1.png,Glyph,,,0.7,,Unclear. The image does not have enough color. Also what am I looking at in the left image.,"Color, Symbol, and Texture Details; Aesthetics Uncertainty",,not enough color.; Unclear.,inadequate/few coloring; distracting/confusing/unclear,(+); (+),color; unclear,color (perceptual_element),unclear (readability); unclear (information_quality),,,color; unclear,color; unclear,,NOUN; PROPN,visualization (whole); color (property),Color Palette & Contrast; Visual Disorganization,,,insufficient_color_variety (color); unclear_visual_presentation (visualization),color --contributes_to_unclarity_of--> visualization
,,VisC.73.8(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.73.8(2).png,Glyph,,,0.7,,"There appears to be a lot of data points. Uncertainty as to what the image is stating. Uncertainty on whether there was a gradient or not (what does black mean, what does green mean, what does yellow mean).","Data Density / Image Clutter; Color, Symbol, and Texture Details; Aesthetics Uncertainty",,a lot of data points; a gradient; black; green; yellow; uncertainty,more charts/points/lines/shapes/elements; black-to-white/color gradient; inadequate/few coloring; unclear color meaning; unclear coloring; looks random/messy/lack structure,(+); (+); (+); (+); (+); (+),lot; datum; point; gradient; black; green; yellow; uncertainty,a lot (quantity_reference); lot (quantity_reference); datum (data_element); point (mark); gradient (mark),a lot (quantity_descriptor); lot (quantity_descriptor); black (color); green (color),,"yellow (rare, 1 image); uncertainty (unclustered)",lot; datum; point; gradient; black; green; yellow; uncertainty,lot; datum; point; gradient; green; uncertainty,,NOUN; NOUN; NOUN; NOUN; ADJ; PROPN; ADJ; NOUN,point (mark); color (property); element (mark),Element Quantity; Color Palette & Contrast; Visual Disorganization,,,high_quantity_of_points (point); gradient_color_transition (color); black_color_present (element); green_color_present (element); yellow_color_present (element); introduces_visual_uncertainty (color),point --encoded_with--> color; color --spans_colors_including--> element; point --creates_interpretive_uncertainty--> color
,,SciVisJ.1005.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1005.12.png,Grid,,,0.7,,more unique contrasts more lines more words smaller details,"Data Density / Image Clutter; Semantics / Text Legibility; Color, Symbol, and Texture Details",,more lines; smaller details; more words; more unique contrasts,fine/layered details; more charts/points/lines/shapes/elements; more texts/words; more contrast,(+); (+); (+); (+),line; small; detail; word; unique; contrast,line (mark); detail (cognitive_element); word (annotation); contrast (perceptual_element),small (size_density); unique (familiarity),contrast (structural),,line; small; detail; word; unique; contrast,line; detail; word; contrast,,NOUN; ADJ; NOUN; NOUN; ADJ; NOUN,line (mark); label (text); annotation (text); color (property),Information Volume; Element Quantity; Text Volume & Content; Color Palette & Contrast,,,high_line_count (line); small_fine_details (line); numerous_text_elements (label); dense_word_content (annotation); multiple_unique_contrasts (color),line --increases_clutter_in--> color; label --adds_cognitive_load_with--> annotation; color --differentiates--> line
,,InfoVisJ.464.11.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.464.11.png,Grid,,,0.7,,Words Amount of subjects,Data Density / Image Clutter; Semantics / Text Legibility,,Amount of subjects; Words,too many subjects; word/text/sentence,(+); (+) (-),subject; word,word (annotation),,,subject (unclustered),subject; word,subject; word,,NOUN; NOUN,visualization (whole); data (content); label (text),Element Quantity; Text Volume & Content,,,high_subject_count (data); numerous_words_present (label),data --increases_clutter_via--> label
,,VASTC.1.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.1.7.png,Node-link,,,0.7,,"No details color code Growth pattern; 1 - Abundance of individual objects 2 - Variation in Colours 3 - Number of vertical lines 4 - Contrasting patterns; Imaging seemed more arbitrary and complex in the orange one; the details in the orange one are finer and more intricate.; all of the dots seem like there more going on hard to make out what it means each box is significantly different; number of dots, color of dots; All of the dots make it seem like there's more going on; hard to make out what it means; each box is significantly different; clear color difference; i really dont understand that graphic. They look like stages of a process but it is not clear to me. intuitively I do not see it.; I have no experience with 'Wavelet Coefficients', therefore the coloured dots don't mean anything to me and is impossible to interpret; The way of connecting to its surroundings feels confusing and even though I somewhat understand it, it has created me confusion before; its more complex, at least for the viewer, as you first need to understand what each picture or image inside the columns tell you.","Data Density / Image Clutter; Visual Encoding Clarity; Schema; Color, Symbol, and Texture Details; Aesthetics Uncertainty; Immediacy / Cognitive Load",,hard to make out what it means; connection to surroundingsfeels confusing; feels confusing; Abundance of individual objects; Number of vertical lines; Contrasting patterns; Variation in Colors; details are finer and more intricate; Imaging seemed arbitrary; clear color difference; Wavelet Coefficients; colored dots; impossible to interpret; color code; no details; growth pattern; more going on; dots; each box is significantly different; stages of a process; not clear; dont understand; number of dots; color of dots,"fine/layered details; little data/info; more charts/points/lines/shapes/elements; more detailed/things; confusing connection; number of vertical lines; shape size variation; shapes and lines; a specific technique; domain-specific concepts (e.g., chemical, biology, map); familiar representation; clear color uses; color variety/arrangement/distribution; low color contrast/separation/segmentation; unclear colormaps; arbitrary imaging; distracting/confusing/unclear; hard to interpret/read/understand; hard to interpret/read/understand/differentiate; more complicated; not interpretable/readable/understandable; unclear meaning/confusing",(+); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+); (+); (+); (+); (+); (+); (+); (+) (-); (+); (+); (+); (+); (+); (+),hard; mean; connection; surroundingsfeel; confuse; feel; confusing; abundance; individual; object; number; vertical; line; contrast; pattern; variation; color; detail; fine; intricate; imaging; arbitrary; clear; difference; wavelet; coefficient; colored; dot; impossible; interpret; code; growth; box; significantly; different; stage; process; understand,color difference (perceptual_element); connection (quantity_reference); object (domain_object); number (quantity_reference); line (mark); contrast (perceptual_element); pattern (layout_component); pattern (quantity_reference); color (perceptual_element); detail (cognitive_element); difference (quantity_reference); dot (mark); code (annotation); box (chart_component); box (quantity_reference); process (quantity_reference),color difference (color); hard (readability); confusing (readability); individual (structure); fine (size_density); intricate (complexity); intricate (structure); arbitrary (familiarity); clear (readability); colored (color); different (structure),mean (semantic); confuse (cognitive); feel (perceptual); contrast (structural); interpret (cognitive); understand (cognitive),"surroundingsfeel (unclustered); abundance (unclustered); vertical (unclustered); variation (unclustered); imaging (unclustered); wavelet (rare, 1 image); coefficient (rare, 1 image); impossible (unclustered); growth (rare, 1 image); significantly (rare, 1 image); stage (unclustered)",hard; mean; connect; surroundingsfeel; confuse; feel; abundance; individual; object; number; vertical; line; contrast; pattern; variation; color; detail; fine; intricate; image; arbitrary; clear; differ; wavelet; coefficients; dot; impossible; interpret; code; growth; go; box; significant; stage; process; not; understand,connection; surroundingsfeel; abundance; object; number; line; pattern; variation; color; detail; imaging; difference; wavelet; coefficients; dot; code; growth; box; stage; process,mean; confuse; feel; contrast; interpret; go; understand,ADV; VERB; NOUN; NOUN; VERB; VERB; NOUN; ADJ; NOUN; NOUN; ADJ; NOUN; VERB; NOUN; NOUN; NOUN; NOUN; ADJ; ADJ; PROPN; ADJ; ADJ; NOUN; PROPN; PROPN; NOUN; ADJ; VERB; PROPN; NOUN; VERB; NOUN; ADV; NOUN; NOUN; PART; VERB,point (mark); line (mark); shape (mark); legend (furniture); pattern (structure); data (content),Information Volume; Element Quantity; Semantic Clarity; Graphical Forms & Primitives; Domain Familiarity; Color Palette & Contrast; Visual Disorganization; Interpretive Difficulty,,,high_dot_count (point); varied_dot_colors (point); dots_present (point); numerous_vertical_lines (line); each_box_significantly_different (shape); finer_intricate_details (shape); clear_color_difference (legend); color_variation_present (legend); contrasting_patterns (pattern); growth_pattern_implied (pattern); domain_specific_terminology (data); impossible_to_interpret (data); imaging_seems_arbitrary (data),point --contributes_to_abundance_of--> shape; legend --fails_to_clarify--> data; pattern --increases_confusion_in--> shape; shape --represents_stages_of--> data; line --adds_clutter_to--> shape
,,InfoVisJ.401.12.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.401.12.png,Node-link,,,0.7,,More elements; the chosen image seems like there is a cluster of information that needs to be seen slowly one by one. It feels like the chosen visualization comes from a more scientific method than just showing information in text. Some kind of extra information would be needed to understand what these networks mean.,Data Density / Image Clutter; Semantics / Text Legibility; Schema,,More elements; a cluster of information; showing information in text; network; scientific method,"clustered data/info; more charts/points/lines/shapes/elements; clear text/scale/information; a specific technique; domain-specific concepts (e.g., chemical, biology, map)",(+); (+); (+); (+) (-); (+),element; cluster; information; show; text; network; scientific; method,element (domain_object); information (cognitive_element); text (annotation); network (chart_type); network (quantity_reference),,show (semantic),"cluster (rare, 2 images); scientific (rare, 1 image); method (rare, 1 image)",element; cluster; information; show; text; network; scientific; method,element; cluster; information; text; network; method,show,NOUN; NOUN; NOUN; VERB; NOUN; NOUN; ADJ; NOUN,link (structure); label (text); region (structure); node (mark),Information Volume; Element Quantity; Annotations & Labels; Domain Familiarity,,,network_structure_present (link); requires_domain_knowledge (link); information_shown_in_text (label); high_text_density (label); dense_cluster_of_elements (region); many_nodes_present (node); multiple_connecting_edges (link),region --increases_visual_clutter--> link; label --adds_cognitive_load_to--> link; node --connected_by--> link; link --requires_scientific_interpretation--> region
,,v483_n7390_14_f3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v483_n7390_14_f3.png,Node-link,,,0.7,,A phylogenetic tree involves a lot of different species being fit on the same tree and there is a lot of complexity in how lineages are tracked and how the evolutionary tree developed.,Data Density / Image Clutter; Schema,,a lot of different species; evolutionary tree; lineages; phylogenetic tree,"more charts/points/lines/shapes/elements; domain-specific concepts (e.g., chemical, biology, map)",(+); (+); (+); (+),lot; different; specie; evolutionary; tree; lineage; phylogenetic,a lot (quantity_reference); lot (quantity_reference),a lot (quantity_descriptor); lot (quantity_descriptor); different (structure),,"specie (rare, 1 image); evolutionary (rare, 1 image); tree (unclustered); lineage (unclustered); phylogenetic (rare, 1 image)",lot; differ; specie; evolutionary; tree; lineage; phylogenetic,lot; specie; tree; lineage,,NOUN; ADJ; NOUN; ADJ; NOUN; NOUN; ADJ,hierarchy (structure); label (text); link (structure),Element Quantity; Domain Familiarity,,,evolutionary_tree_structure (hierarchy); requires_domain_knowledge (hierarchy); many_different_species (label); high_label_density (label); multiple_lineages_present (hierarchy); complex_branching_pattern (link),hierarchy --contains--> hierarchy; hierarchy --labeled_by--> label; hierarchy --represented_by--> link
,,visMost634.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/visMost634.png,Point,,,0.7,,contrasting colours,"Color, Symbol, and Texture Details",,contrasting colors,good color contrast/separation/segmentation,(-),contrast; color,contrast (perceptual_element); color (perceptual_element),,contrast (structural),,contrast; color,color,contrast,VERB; NOUN,visualization (whole),Color Palette & Contrast,,,contrasting_color_scheme (visualization),
,,InfoVisC.24.3(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.24.3(2).png,Text,,,0.7,,just text on the (less complex) and code/text; In the image with orange highlight I'm seeing programming and for me it's more difficult.,Semantics / Text Legibility; Schema; Immediacy / Cognitive Load,,code/text; just text; programming; more difficult,code/text; word/text/sentence; a specific technique; more difficult,(-); (-); (+); (+),code; text; programming; difficult,code (annotation); text (annotation),difficult (readability),,programming (unclustered),code; text; programming; difficult,code; text; programming,,NOUN; NOUN; NOUN; ADJ,label (text); panel (structure),Text Volume & Content; Domain Familiarity; Interpretive Difficulty,,,primarily_text_based (label); just_text_present (label); programming_syntax_present (panel); increases_interpretive_difficulty (panel),label --reduces_visual_clutter--> panel
,,vis853.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis853.png,Area,,,0.71,,"The colour of the images. The writing on the left image is very small, compared to the text on the right. There are images on the left picture.","Semantics / Text Legibility; Color, Symbol, and Texture Details",,color of the images; writing very small,word rotation/small font size; unclear colormaps,(+); (+),color; image; write; small,color (perceptual_element); image (chart_type),small (size_density),write (evaluative),,color; image; write; small,color; image,write,NOUN; NOUN; VERB; ADJ,visualization (whole); label (text),Typography & Readability; Color Palette & Contrast,,,varied_color_usage (visualization); very_small_writing (label),label --reduces_legibility_of--> visualization
,,InfoVisC.115.4.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisC.115.4.png,Area,,,0.71,,the color and the number of different thing in the same area is so dificult to see whats about,"Data Density / Image Clutter; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,number of things in the same area; colors in the same area; dificult to see whats about,many points/lines/shapes/elements; color variety/arrangement/distribution; hard to see/tell/visualize,(+); (+); (+),number; thing; area; color; dificult,number (quantity_reference); area (layout_component); color (perceptual_element),,,"thing (unclustered); dificult (rare, 2 images)",number; thing; area; color; dificult,number; thing; area; color; dificult,,NOUN; NOUN; NOUN; NOUN; NOUN,region (structure); color (property); visualization (whole),Element Quantity; Color Palette & Contrast; Interpretive Difficulty,,,many_elements_same_area (visualization); multiple_colors_same_area (color); difficult_to_interpret_content (region),visualization --overlaps_within--> region; color --clutters--> region
,,SciVisJ.700.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.700.5.png,Area,,,0.71,,have more data,Data Density / Image Clutter,,have more data,much/more data/info/info spread,(+),datum,datum (data_element),,,,datum,datum,,NOUN,visualization (whole),Information Volume,,,high_data_volume (visualization),
,,InfoVisJ.2639.8.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2639.8.png,Bar,,,0.71,,The color bar seems more complex and takes me longer to interpret.,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,color bar; longer to interpret,color variety/arrangement/distribution; colored bars/charts; more complicated; more to read/analyze/understand; take longer to interpret; unclear meaning/confusing,(+); (+),color; bar; long; interpret,color (perceptual_element); bar (mark),long (temporal),interpret (cognitive),,color; bar; long; interpret,color; bar,interpret,NOUN; NOUN; ADV; VERB,bar (mark); visualization (whole),Color Palette & Contrast; Interpretive Difficulty; Processing Time & Effort; Semantic Clarity,,,adds_visual_complexity (bar); requires_longer_interpretation (visualization),
,,VisC.623.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisC.623.5.png,Cont.-ColorPatn,,,0.71,,"I don't even register what the left one is supposed to be, so it seems more complex. More colors make it more complex.","Schema; Color, Symbol, and Texture Details",,I don't register what is supposed to be; More colors,unfamiliar concepts/patterns; color variety/arrangement/distribution,(+); (+),register; suppose; color,color (perceptual_element),,,"register (rare, 1 image); suppose (unclustered)",register; suppose; color,color,register; suppose,VERB; VERB; NOUN,visualization (whole); color (property),Domain Familiarity; Color Palette & Contrast,,,unclear_visual_purpose (visualization); ambiguous_encoding (visualization); multiple_colors_present (color),color --increases_confusion_in--> visualization
,,SciVisJ.1043.14.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1043.14.png,Cont.-ColorPatn,,,0.71,,More colours,"Color, Symbol, and Texture Details",,More colors,color variety/arrangement/distribution,(+),color,color (perceptual_element),,,,color,color,,NOUN,visualization (whole),Color Palette & Contrast,,,multiple_colors_present (visualization),
,,v490_n7420_13_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v490_n7420_13_f1.png,Glyph,,,0.71,,The line and shape of the image is more complex,Visual Encoding Clarity,,line and shape,shapes and lines,(+),line; shape,line (mark); shape (mark); shape (perceptual_element),,shape (evaluative),,line; shape,line; shape,,NOUN; NOUN,line (mark); shape (mark),Graphical Forms & Primitives,,,present_in_chart (line); present_in_chart (shape),line --combined_with--> shape
,,VisJ.1595.9(2).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1595.9(2).png,Glyph,,,0.71,,more graphic; no or few data; 3D; more white space,"Data Density / Image Clutter; Schema; Color, Symbol, and Texture Details",,more graphic; no or few data; white space; 3D,little data/info; more charts/points/lines/shapes/elements; 2D/3D; white/black background / other background,(+); (+); (+); (+),graphic; datum; white; space,graphic (chart_type); graphic (quantity_reference); datum (data_element); space (layout_component),graphic (aesthetics); white (color),,,graphic; datum; white; space; 3d,datum; space; 3d,,ADJ; NOUN; ADJ; NOUN; NOUN,visualization (whole); element (mark); background (structure); point (mark),Information Volume; Element Quantity; Dimensionality & Structure; Color Palette & Contrast,,,more_graphic_content (element); few_or_no_data (point); excessive_white_space (background); three_dimensional_structure (visualization),background --dominates--> point; visualization --rendered_in--> element
,,VASTC.3.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTC.3.3.png,Grid,,,0.71,,The muted colors and similar size of the boxes makes it harder to distinguish what is going on.,"Visual Encoding Clarity; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,similar size of the boxes; muted colors; harder to distinguish,similar box sizes; soft/layered/overlapping colors; more difficult to compare/discern/distinguish,(+); (+); (+),similar; size; box; mute; color; hard; distinguish,size (perceptual_element); box (chart_component); box (quantity_reference); color (perceptual_element),similar (structure); hard (readability),distinguish (structural),"mute (rare, 1 image)",similar; size; box; mute; color; hard; distinguish,size; box; color,mute; distinguish,ADJ; NOUN; NOUN; VERB; NOUN; ADV; VERB,shape (mark); color (property),Graphical Forms & Primitives; Color Palette & Contrast; Interpretive Difficulty,,,similar_box_sizes (shape); muted_colors_used (color); harder_to_distinguish (shape),color --makes_harder_to_distinguish--> shape; shape --uniform_size_reduces_differentiation--> color
,,InfoVisJ.451.5.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.451.5.png,Grid,,,0.71,,more details in terms of information more shapes of different size Thick and thinness,Visual Encoding Clarity,,Thick and thinness; more shapes of different size,line thickness variation; shape size variation,(+); (+),thick; thinness; shape; different; size,different size (quantity_reference); shape (mark); shape (perceptual_element); size (perceptual_element),different size (size_density); different (structure),shape (evaluative),"thick (rare, 1 image); thinness (unclustered)",thick; shape; differ; size,shape; size,,ADJ; NOUN; ADJ; NOUN,line (mark); shape (mark),Graphical Forms & Primitives,,,varying_line_thickness (line); multiple_different_sizes (shape); variety_of_shapes (shape),line --increases_clutter_with--> shape
,,v483_n7387_5_f1.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/v483_n7387_5_f1.png,Line,,,0.71,,"There are far more details to try and understand with a complex variety of data points. 1. A plethora of datapoints to try and figure out 2. Multiple colours and lines; Multiple different facts presented, more numeric features","Data Density / Image Clutter; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,Multiple facts; A plethora of datapoints; Multiple colors and lines; more to understand,more charts/points/lines/shapes/elements; much/more data/info/info spread; color variety/arrangement/distribution; take longer to interpret,(+); (+); (+); (+),multiple; fact; plethora; datapoint; color; line; understand,color (perceptual_element); line (mark),multiple (structure),understand (cognitive),"fact (unclustered); plethora (rare, 1 image); datapoint (unclustered)",multiple; fact; plethora; datapoint; color; line; understand,fact; plethora; datapoint; color; line,understand,ADJ; NOUN; NOUN; NOUN; NOUN; NOUN; VERB,point (mark); line (mark); color (property); annotation (text),Element Quantity; Information Volume; Color Palette & Contrast; Processing Time & Effort,,,plethora_of_datapoints (point); multiple_lines_present (line); multiple_colors_used (color); multiple_facts_conveyed (annotation); more_to_understand (annotation),line --encoded_with--> color; point --increases_cognitive_load_via--> annotation; line --contributes_to_clutter_with--> point
,,vis737.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/vis737.png,Node-link,,,0.71,,1. Colors are in the same shade — hard to differentiate. 2. No labels on axes — not sure what itâ€™s talking about.,"Semantics / Text Legibility; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,Colors are in the same shade; No labels on axes; hard to differentiate; not sure what it's talking about,lack of/not enough axis labels/legend/annotations/context; similar colors; hard to interpret/read/understand/differentiate; unclear meaning/confusing,(+); (+); (+); (+),color; shade; label; axis; hard; differentiate; sure; talk,color (perceptual_element); shade (perceptual_element); label (chart_component); axis (chart_component),hard (readability),label (semantic); differentiate (structural),"sure (in vocab, excluded); talk (unclustered)",color; shade; label; axis; hard; differentiate; sure; talk,color; shade; label; axis,differentiate; talk,NOUN; NOUN; NOUN; NOUN; ADV; VERB; ADJ; VERB,visualization (whole); color (property); axes (furniture); data (content),Annotations & Labels; Color Palette & Contrast; Interpretive Difficulty; Semantic Clarity,,,same_shade_colors (color); no_axis_labels (axes); hard_to_differentiate (data); unclear_subject_matter (visualization),color --impedes_distinction_of--> data
,,SciVisJ.896.3.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.896.3.png,Node-link,,,0.71,,There are too many colors and it's not clear what they mean.,"Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,too many colors; not clear what they mean,unclear meaning; too many colors,(+); (+),color; clear; mean,color (perceptual_element),too many (quantity_descriptor); clear (readability),mean (semantic),,color; clear; mean,color,mean,NOUN; ADJ; VERB,color (property); legend (furniture),Semantic Clarity; Color Palette & Contrast,,,too_many_colors (color); unclear_meaning (legend),color --increases_cognitive_load_due_to--> legend
,,InfoVisJ.2556.9.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/InfoVisJ.2556.9.png,Text,,,0.71,,The map on the left is immediately recognizable; the labels on the left image are clear and easy to read; the title of the visualization and therefore the purpose of the visualization is clearer on the left.,Semantics / Text Legibility; Schema,,immediately recognizable; labels are clear; title and purpose is clearer,clear title/axis/label; familiar representation,(-); (-); (-),immediately; recognizable; label; clear; title; purpose,label (chart_component); title (chart_component); purpose (cognitive_element),recognizable (familiarity); clear (readability); purpose (cognitive),label (semantic),immediately (unclustered),immediately; recognizable; label; clear; title; purpose,label; title; purpose,,ADV; ADJ; NOUN; ADJ; NOUN; NOUN,visualization (whole); label (text); title (text),Annotations & Labels; Domain Familiarity,,,immediately_recognizable_form (visualization); clear_and_legible (label); purpose_clearly_stated (title),title --reduces_ambiguity_of--> visualization; label --supports_interpretation_of--> visualization
,,VisJ.1197.5(4).png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VisJ.1197.5(4).png,Glyph,,,0.72,,I can't tell what the image is about; blobs,Immediacy / Cognitive Load,,can't tell what the image is about,not interpretable/readable/understandable,(+),tell; image,the image (quantity_reference); image (chart_type),,tell (evaluative),,tell; image,image,tell,VERB; NOUN,visualization (whole),Interpretive Difficulty,,,unclear_subject_matter (visualization),
,,SciVisJ.821.16.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.821.16.png,Glyph,,,0.72,,the colours used.,"Color, Symbol, and Texture Details",,colors used,unclear colormaps,(-),color,color (perceptual_element),,,,color,color,,NOUN,visualization (whole),Color Palette & Contrast,,,colors_aid_interpretation (visualization),
,,SciVisJ.1236.10.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.1236.10.png,Grid,,,0.72,,"The amount of pixels and colors also with different patterns and partly mixed up seemed more intense on the right side. Also the text abpve the pixel add up to it being more complex to me.; Number of square. Variety of data in every square. convey much more data.; On the contrary the left image is clear, it shows everything by columns and rows which is easier to visualize.; The more complex image needs to be studied more intently to make sense of.; I have no idea what Image 1 is; it makes me curious what it means and the colors seem to have some sort of meaning.; I dont understand at all the image selected, neither the graphics nor the data. I have never seen something similar.; The image with the orange box has 1. different shapes and sizes of blurred purple and green boxes 2. labels are top are confusing to decode; The meaning of the code which i don't understand","Data Density / Image Clutter; Visual Encoding Clarity; Semantics / Text Legibility; Schema; Color, Symbol, and Texture Details; Immediacy / Cognitive Load",,needs to be studied more intently to make sense of; different shapes and sizes; blurred purple and green boxes; labels; meaning of the code; don't understand; not something similar.; dont understand at all; no idea what Image is; the colors seem to have meaning; Number of square; Variety of data in square; columns and rows; easier to visualize,"many/more data/info; more charts/points/lines/shapes/elements; shape size variation; unclear meaning; title/axis/label/descriptions; domain-specific concepts (e.g., chemical, biology, map); no context or reference; unfamiliar concepts/patterns; blurry colors/images; unclear meaning/confusing; easier to process/visualize; more effort/reading/detailed analysis; not interpretable/readable/understandable",(+); (+); (+); (+) (-); (+); (+); (+); (+); (+); (+); (+); (+); (-); (+) (-),need; study; intently; sense; different; shape; size; blur; purple; green; box; label; meaning; code; understand; similar; idea; image; color; mean; number; square; variety; datum; column; row; easy; visualize,no idea (quantity_reference); sense (cognitive_element); shape (mark); shape (perceptual_element); size (perceptual_element); box (chart_component); box (quantity_reference); label (chart_component); meaning (cognitive_element); code (annotation); idea (cognitive_element); image (chart_type); color (perceptual_element); number (quantity_reference); square (mark); variety (quantity_reference); datum (data_element),no idea (information_quality); sense (cognitive); different (structure); green (color); meaning (cognitive); similar (structure); variety (quantity_descriptor); easy (readability),make sense (cognitive); need (evaluative); shape (evaluative); label (semantic); understand (cognitive); mean (semantic); visualize (perceptual),"study (rare, 1 image); intently (rare, 1 image); blur (unclustered); purple (rare, 1 image); column (unclustered); row (unclustered)",need; study; intently; sense; differ; shape; size; blur; purple; green; box; label; mean; code; understand; similar; not; idea; image; color; number; square; variety; datum; column; row; easy; visual,sense; shape; size; box; label; meaning; code; idea; image; color; number; square; variety; datum; column; row,need; study; blur; understand; mean; visualize,VERB; VERB; ADV; NOUN; ADJ; NOUN; NOUN; VERB; ADJ; ADJ; NOUN; NOUN; NOUN; NOUN; VERB; ADJ; PART; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; NOUN; ADJ; VERB,grid (structure); shape (mark); color (property); label (text),Element Quantity; Graphical Forms & Primitives; Semantic Clarity; Annotations & Labels; Domain Familiarity; Color Palette & Contrast; Interpretive Difficulty; Processing Time & Effort,,,different_shapes_and_sizes (shape); blurred_appearance (shape); high_quantity_of_squares (shape); variety_of_data_within (shape); purple_and_green_hues (color); colors_carry_meaning (color); aids_interpretation (label); structured_layout (grid); requires_domain_knowledge (grid); unfamiliar_visualization_type (grid); needs_intense_study (grid),grid --makes_easier_to_visualize--> grid; color --encodes_unclear_meaning_in--> shape; label --partially_clarifies--> shape; shape --contributes_to_clutter_in--> grid
,,VASTJ.1160.7.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/VASTJ.1160.7.png,Grid,,,0.72,,"1. I do not understand the picture 2. It looks complex 3.Even if i try to understand it, i feel it will take me some time 4.So many details on the orange highlight",Data Density / Image Clutter; Immediacy / Cognitive Load,,So many details; I do not understand the picture,too many details/divisions; not interpretable/readable/understandable,(+); (+),detail; understand; picture,detail (cognitive_element); picture (chart_type),,understand (cognitive),,detail; understand; picture,detail; picture,understand,NOUN; VERB; NOUN,visualization (whole); detail (content),Element Quantity; Interpretive Difficulty,,,high_detail_density (detail); difficult_to_interpret (visualization); unclear_meaning (visualization),detail --overwhelms--> visualization; visualization --requires_specialized_understanding--> detail
,,SciVisJ.700.11.png,https://raw.githubusercontent.com/c109363/ExperimentImage/main/AllDataResize/SciVisJ.700.11.png,Grid,,,0.72,,multiple shades of blue used; a lot of text,"Semantics / Text Legibility; Color, Symbol, and Texture Details",,a lot of text; multiple shades of blue,amount of words/context/numbers; color shading,(+); (+),lot; text; multiple; shade; blue,a lot (quantity_reference); lot (quantity_reference); text (annotation); shade (perceptual_element),a lot (quantity_descriptor); lot (quantity_descriptor); multiple (structure),,blue (unclustered),lot; text; multiple; shade; blue,lot; text; shade,,NOUN; NOUN; ADJ; NOUN; ADJ,label (text); color (property),Text Volume & Content; Color Palette & Contrast,,,high_text_volume (label); multiple_blue_shades (color),
